School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Strayer University-Mississippi,,0.8396,,,,,,,,,,,,5
Strayer University-South Carolina,,0.8419,,,,,,,,,,,,5
Strayer University-Texas,,0.8745,,,,,,,,,,,,6
The Art Institute of San Antonio,,0.488,,,,,,,,,,,,6
Empire Beauty School-Charlotte,,0.5444,,,,,,,,,,,,5
Empire Beauty School-Winston-Salem,,0.5,,,,,,,,,,,,5
Empire Beauty School-West Palm,,0.3881,,,,,,,,,,,,5
Empire Beauty School-Pineville,,0.4706,,,,,,,,,,,,5
Paul Mitchell the School-Phoenix,,0.301,,,,,,,,,,,,6
All Beauty College,,0.4,,,,,,,,,,,,6
Paul Mitchell the School-Modesto,,0.3255,,,,,,,,,,,,8
Cosmo Beauty Academy,,0.5932,,,,,,,,,,,,8
Paul Mitchell the School-Fresno,,0.3408,,,,,,,,,,,,8
Unitek College,,0.8693,,,,,,,,,,,,8
Gurnick Academy of Medical Arts,,0.7091,,,,,,,,,,,,8
Paul Mitchell the School-East Bay,,0.3516,,,,,,,,,,,,8
South University-Richmond,,0.7365,,,,,,,,,,,,5
South University-Virginia Beach,,0.7788,,,,,,,,,,,,5
Aveda Institute-Denver,,0.2889,,,,,,,,,,,,7
Paul Mitchell the School-Colorado Springs,,0.4049,,,,,,,,,,,,7
The Salon Professional Academy-Colorado Springs,,0.5,,,,,,,,,,,,7
Paul Mitchell the School-Delaware,,0.3036,,,,,,,,,,,,2
Future-Tech Institute,,0.614,,,,,,,,,,,,5
Fred K Marchman Technical College,,0.2847,,,,,,,,,,,,5
The Salon Professional Academy-Ft Myers,,0.322,,,,,,,,,,,,5
Universal Spa Training Academy - Tyler's Beauty and Spa Academy,,,,,,,,,,,,,,5
The Salon Professional Academy-Evansville,,0.1544,,,,,,,,,,,,3
Tri County Regional Vocational Technical High School,,0.6557,,,,,,,,,,,,1
Compass College of Cinematic Arts,,0.0753,,,,,,,0.6667,503.0,473.0,,975.0,3
Nova Academy of Cosmetology,,0.2321,,,,,,,,,,,,4
SAE Institute of Technology-New York,,0.3475,,,,,,,,,,,,2
Peloton College,,0.3604,,,,,,,,,,,,6
ABC Beauty Academy,,0.8571,,,,,,,,,,,,6
American Beauty Academy,,0.2273,,,,,,,,,,,,7
Summit Salon Academy-Portland,,0.1017,,,,,,,,,,,,8
Paul Mitchell the School-Milwaukee,,0.4571,,,,,,,,,,,,3
Touro University Worldwide,,0.6996,,,,,,,,,,,,8
Touro University California,,,,,,,,,,,,,,8
The Chicago School of Professional Psychology at Washington DC,,,,,,,,,,,,,,2
Touro University Nevada,,1.0,,,,,,,,,,,,8
Herzing University-Kenosha,,0.6998,,,,,,,0.5714,,,,,3
Herzing University-Brookfield,,0.6781,,,,,,,0.8133,,,,,3
Fortis Institute-Towson,,0.3743,,,,,,,,,,,,2
Southern Careers Institute-Brownsville,,0.2966,,,,,,,,,,,,6
Southern Careers Institute-Harlingen,,0.424,,,,,,,,,,,,6
Strayer University-Global Region,,0.8399,,,,,,,,,,,,2
Kenneth Shuler School of Cosmetology-Florence,,0.3141,,,,,,,,,,,,5
Fortis College-Columbia,,0.5453,,,,,,,,,,,,5
Ross Medical Education Center-Davison,,0.5352,,,,,,,,,,,,3
Ross Medical Education Center-Granger,,0.5438,,,,,,,,,,,,3
Ross Medical Education Center-Niles,,0.5114,,,,,,,,,,,,3
Ross Medical Education Center-Canton,,0.4922,,,,,,,,,,,,3
Pima Medical Institute-Houston,,0.5025,,,,,,,,,,,,6
Illinois Media School-Chicago Campus,,0.5632,,,,,,,1.0,,,,,3
Platt College-STVT-San Antonio,,0.5817,,,,,,,,,,,,6
Concorde Career College-Dallas,,0.4715,,,,,,,0.8809,,,,,6
Concorde Career Institute-Orlando,,0.4388,,,,,,,0.848,,,,,5
Concorde Career College-San Antonio,,0.46,,,,,,,0.9386,,,,,6
Fairfax University of America,,0.4595,,,,,,,0.9167,,,,,5
Geisinger-Lewistown Hospital School of Nursing,,0.4426,,,,,,,0.5125,,,,,2
Moreno Valley College,,0.352,,,,,,,,,,,,8
Onondaga School of Therapeutic Massage-Rochester,,0.7344,,,,,,,,,,,,2
Norco College,,0.2987,,,,,,,,,,,,8
Dorsey School of Business-Saginaw,,0.8467,,,,,,,,,,,,3
Milan Institute of Cosmetology-La Quinta,,0.4925,,,,,,,,,,,,8
Milan Institute-Boise,,0.3837,,,,,,,,,,,,7
Milan Institute of Cosmetology-El Paso,,0.5238,,,,,,,,,,,,6
Universal Technical Institute-Dallas Fort Worth,,0.1737,,,,,,,,,,,,6
ICPR Junior College-Arecibo,,0.2465,,,,,,,,,,,,9
Artistic Nails and Beauty Academy-Lakeland,,0.6503,,,,,,,,,,,,5
Hawaii Medical College,,0.6086,,,,,,,,,,,,8
Carolina College of Hair Design,,0.3333,,,,,,,,,,,,5
Nightingale College,,0.7819,,,,,,,,,,,,7
Platt College-Miller-Motte-Jacksonville,,0.6027,,,,,,,,,,,,5
Platt College-Miller-Motte Technical-Augusta,,0.6853,,,,,,,,,,,,5
Platt College-Miller-Motte Technical-Conway,,0.6817,,,,,,,,,,,,5
Aveda Institute-Portland,,0.4492,,,,,,,,,,,,8
Chamberlain University-Virginia,,0.7385,,,,,,,1.0,,,,,5
Penrose Academy,,0.3077,,,,,,,,,,,,6
G Skin & Beauty Institute,,0.4751,,,,,,,,,,,,3
Beauty Academy of South Florida,,0.6904,,,,,,,,,,,,5
Ogle School Hair Skin Nails-North Dallas,,0.5432,,,,,,,,,,,,6
The Salon Professional Academy-North Little Rock,,0.2178,,,,,,,,,,,,5
The Salon Professional Academy-St Charles,,0.3299,,,,,,,,,,,,4
Mildred Elley-New York Campus,,0.7794,,,,,,,,,,,,2
National Paralegal College,,0.8673,,,,,,,,,,,,6
Carolina College of Biblical Studies,,0.9277,,,,,,,,,,,,5
Omega Graduate School,,,,,,,,,,,,,,5
Jung Tao School of Classical Chinese Medicine,,,,,,,,,,,,,,5
New York Film Academy,,0.2348,,,,,,,,,,,,8
International College of Cosmetology,,0.7668,,,,,,,,,,,,8
Bella Capelli Academy,,0.1857,,,,,,,,,,,,2
Institute of Medical Careers,,0.7177,,,,,,,,,,,,2
Flagler Technical College,,0.5271,,,,,,,,,,,,5
Galaxy Medical College,,0.7843,,,,,,,1.0,,,,,8
American Medical Sciences Center,,0.625,,,,,,,,,,,,8
Mandalyn Academy,,0.3214,,,,,,,,,,,,7
Jose Maria Vargas University,,0.9825,,,,,,,,,,,,5
D A Dorsey Technical College,,0.6489,,,,,,,,,,,,5
Keweenaw Bay Ojibwa Community College,,0.5443,,,,,,,,,,,,3
Meridian Institute of Surgical Assisting,,0.9528,,,,,,,,,,,,5
Mauna Loa Helicopters,,0.9,,,,,,,1.0,,,,,8
Acaydia School of Aesthetics,,0.2264,,,,,,,,,,,,7
Holistic Massage Training Institute,,0.641,,,,,,,,,,,,2
Diamonds Cosmetology College,,0.5517,,,,,,,,,,,,6
Northern Virginia School of Therapeutic Massage,,0.7259,,,,,,,,,,,,5
Paul Mitchell the School-St Louis,,0.2464,,,,,,,,,,,,4
Advanced Training Institute,,0.4848,,,,,,,,,,,,8
Shepherds Theological Seminary,,,,,,,,,,,,,,5
Taylor Andrews Academy of Hair Design-West Jordan,,0.2836,,,,,,,,,,,,7
Santa Ana Beauty Academy,,0.4167,,,,,,,,,,,,8
Grace College of Divinity,,0.5586,,,,,,,0.95,,,,,5
Evolve Beauty Academy,,0.3333,,,,,,,,,,,,4
Aveda Institute-New Mexico,,0.338,,,,,,,,,,,,6
North American Trade Schools,,0.9492,,,,,,,,,,,,2
Estelle Skin Care and Spa Institute,,0.6484,,,,,,,,,,,,3
Paul Mitchell the School-Honolulu,,0.3873,,,,,,,,,,,,8
Elite Cosmetology School,,0.4336,,,,,,,,,,,,8
American Technical Institute,,0.4737,,,,,,,,,,,,9
Bergin University of Canine Studies,,0.3611,,,,,,,,,,,,8
Aveda Institute-Boise,,0.375,,,,,,,,,,,,7
Pima Medical Institute-Aurora,,0.4255,,,,,,,,,,,,7
Capilo School of Hair Design,,0.3611,,,,,,,,,,,,1
Pure Aesthetics Natural Skincare School,,0.5273,,,,,,,,,,,,6
Lindsey Institute of Cosmetology,,0.1538,,,,,,,,,,,,5
Buckner Barber School,,0.3636,,,,,,,,,,,,6
Simmons College of Kentucky,,0.4019,,,,,,,,,,,,5
Atelier Esthetique Institute of Esthetics,,0.5846,,,,,,,,,,,,2
Advanced College of Cosmetology,,0.36,,,,,,,,,,,,3
North American University,,0.2454,,,,,,,,,,,,6
United Beauty College,,0.6,,,,,,,,,,,,7
Cinta Aveda Institute,,0.5784,,,,,,,,,,,,8
Keser Torah-Mayan Hatalmud,,0.0899,,,,,,,0.9,,,,,2
Southern California Health Institute,,0.6777,,,,,,,,,,,,8
Best Care College,,0.9268,,,,,,,,,,,,2
First Class Cosmetology School,,0.4133,,,,,,,,,,,,3
Millennia Atlantic University,,0.5714,,,,,,,,,,,,5
Abcott Institute,,0.6364,,,,,,,,,,,,3
The Salon Professional Academy-Kenosha,,0.439,,,,,,,,,,,,3
Paul Mitchell the School-Indianapolis,,0.232,,,,,,,,,,,,3
Taylor Andrews Academy-St George,,0.2411,,,,,,,,,,,,7
Protege Academy,,0.1569,,,,,,,,,,,,3
Colorado Academy of Veterinary Technology,,0.49,,,,,,,1.0,,,,,7
Northeast Technical Institute,,0.6683,,,,,,,,,,,,1
Elite Cosmetology School,,0.4336,,,,,,,,,,,,8
Paul Mitchell the School-Las Vegas,,0.416,,,,,,,,,,,,8
Summit Salon Academy-Kokomo,,0.266,,,,,,,,,,,,3
Florida Barber Academy,,0.8033,,,,,,,,,,,,5
Institute for Doctoral Studies in the Visual Arts,,,,,,,,,,,,,,1
Fortis College,,0.5615,,,,,,,,,,,,6
Academy for Salon Professionals,,0.4878,,,,,,,,,,,,8
Paul Mitchell the School-Spokane,,0.3613,,,,,,,,,,,,8
The Salon Professional Academy,,0.4035,,,,,,,,,,,,4
John Paul the Great Catholic University,,0.0993,,,,,,,0.7286,575.0,549.0,,1134.0,8
University of Connecticut-Hartford Campus,,0.0448,,,,,,,0.9568,570.0,555.0,,1127.0,1
Ottawa University-Surprise,,0.0943,,,,,,,0.4316,535.0,525.0,,1014.0,6
Chamberlain University-Missouri,,0.5296,,,,,,,0.9091,,,,,4
Chamberlain University-Texas,,0.6048,,,,,,,0.8333,,,,,6
Continental School of Beauty Culture-Mattydale,,0.4279,,,,,,,,,,,,2
Paul Mitchell the School-Columbia,,0.4351,,,,,,,,,,,,5
Paul Mitchell the School-Charleston,,0.3828,,,,,,,,,,,,5
Kenneth Shuler School of Cosmetology-Greenville,,0.3657,,,,,,,,,,,,5
Northwest College-Eugene,,0.4146,,,,,,,,,,,,8
Northwest College-Tualatin,,0.3871,,,,,,,,,,,,8
CET-Soledad,,0.4884,,,,,,,,,,,,8
United Education Institute-UEI College San Marcos,,0.4254,,,,,,,,,,,,8
Vanguard College of Cosmetology-Metairie,,0.233,,,,,,,,,,,,5
United Education Institute-Anaheim,,0.3152,,,,,,,,,,,,8
New England Tractor Trailer Training School of Massachusetts,,0.8018,,,,,,,,,,,,1
Dewey University-Manati,,0.5556,,,,,,,,,,,,9
Allen School-Phoenix,,0.2917,,,,,,,,,,,,6
Oklahoma Technical College,,0.5891,,,,,,,,,,,,6
Midwest Technical Institute-Moline,,0.392,,,,,,,,,,,,3
Unitech Training Academy-Alexandria,,0.411,,,,,,,,,,,,5
Unitech Training Academy-Lake Charles,,0.4259,,,,,,,,,,,,5
Aveda Institute-Los Angeles,,0.4762,,,,,,,,,,,,8
UEI College-Riverside,,0.3571,,,,,,,,,,,,8
WellSpring School of Allied Health-Lawrence,,0.8286,,,,,,,,,,,,4
Manuel and Theresa's School of Hair Design-Victoria,,0.375,,,,,,,,,,,,6
Tricoci University of Beauty Culture-Chicago NW,,0.3871,,,,,,,,,,,,3
Los Angeles Pacific University,,0.8468,,,,,,,,,,,,8
Avalon School of Cosmetology-Phoenix,,0.3269,,,,,,,,,,,,6
Avalon School of Cosmetology-Layton,,0.2927,,,,,,,,,,,,7
Aveda Institute-Des Moines,,0.1768,,,,,,,,,,,,4
Fortis Institute-Lawrenceville,,0.4242,,,,,,,,,,,,2
Relay Graduate School of Education - Philadelphia & Camden,,,,,,,,,,,,,,2
Platt College-Miller-Motte Technical-Macon,,0.681,,,,,,,,,,,,5
South University-Savannah Online,,0.836,,,,,,,,,,,,5
Whitworth University-Adult Degree Programs,,0.9382,,,,,,,1.0,,,,,8
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,,,,,,8
Springfield College-Regional Online and Continuing Education,,0.9425,,,,,,,,,,,,1
Marian Health Careers Center-Van Nuys Campus,,0.6875,,,,,,,,,,,,8
Milan Institute-Las Vegas,,0.5021,,,,,,,,,,,,8
Catholic Distance University,,0.8462,,,,,,,,,,,,5
Panache Academy of Beauty,,0.3143,,,,,,,,,,,,3
ASI Career Institute,,0.6857,,,,,,,,,,,,2
Midwest Technical Institute-Ridgeland,,0.4361,,,,,,,,,,,,5
City College-Hollywood,,0.5411,,,,,,,,,,,,5
Paul Mitchell the School-Arlington,,0.3556,,,,,,,,,,,,6
Rocky Mountain University of Health Professions,,,,,,,,,,,,,,7
Paul Mitchell the School-Fort Myers,,0.28,,,,,,,,,,,,5
Paul Mitchell the School-Raleigh,,0.3766,,,,,,,,,,,,5
CUNY Stella and Charles Guttman Community College,,0.0186,,,,,,,,,,,,2
Lil Lou's Beauty and Barber College,,0.6349,,,,,,,,,,,,3
Criswell College,,0.431,,,,,,,0.9697,605.0,535.0,,1106.0,6
Beverly Hills Design Institute,,0.25,,,,,,,0.38,,,,,8
Reflections Academy of Beauty,,0.3171,,,,,,,,,,,,3
Annenberg School of Nursing,,0.5,,,,,,,1.0,,,,,8
American Medical Academy,,0.4541,,,,,,,,,,,,5
Tooele Technical College,,0.4957,,,,,,,,,,,,7
Chamberlain University-Georgia,,0.7031,,,,,,,0.4444,,,,,5
Chamberlain University-Indiana,,0.6937,,,,,,,0.2727,,,,,3
Carrington College-Mesquite,,0.7727,,,,,,,,,,,,6
Sessions College for Professional Design,,0.7568,,,,,,,,,,,,6
Tulsa Welding School-Jacksonville,,0.6802,,,,,,,,,,,,5
Empire Beauty School-Virginia Beach,,0.4605,,,,,,,,,,,,5
Ross Medical Education Center-Morgantown,,0.4524,,,,,,,,,,,,5
Paul Mitchell the School-Ogden,,0.3972,,,,,,,,,,,,7
Miami Ad School-New York,,0.5606,,,,,,,,,,,,2
Larry's Barber College,,0.7541,,,,,,,,,,,,3
Futura Career Institute,,0.7125,,,,,,,,,,,,5
Flair Beauty College,,0.3226,,,,,,,,,,,,8
Vogue College of Cosmetology-San Antonio Fredericksburg,,0.55,,,,,,,,,,,,6
Vogue College of Cosmetology-Santa Fe,,0.5342,,,,,,,,,,,,6
Tomorrow's Image Barber And Beauty Academy of Virginia,,0.7,,,,,,,,,,,,5
Medical Allied Career Center,,0.9,,,,,,,,,,,,8
Bais HaMedrash and Mesivta of Baltimore,,,,,,,,,1.0,,,,,2
Salon Institute-Toledo Campus,,0.1613,,,,,,,,,,,,3
Athena Career Academy,,0.6014,,,,,,,0.35,,,,,3
Yeshiva Gedolah Zichron Leyma,,,,,,,,,0.5,,,,,2
The Barber School,,0.6519,,,,,,,,,,,,7
Be'er Yaakov Talmudic Seminary,,0.0017,,,,,,,,,,,,2
Rio Grande Valley College,,0.4356,,,,,,,,,,,,6
Alexander Academy,,0.1791,,,,,,,,,,,,1
Aveda Institute-Tucson,,0.2704,,,,,,,0.3265,,,,,6
Diamond Beauty College,,0.7872,,,,,,,,,,,,8
Unitek College,,0.8693,,,,,,,,,,,,8
University Academy of Hair Design,,0.4043,,,,,,,,,,,,5
Florida Institute of Recording Sound and Technology,,0.3401,,,,,,,,,,,,5
Paul Mitchell the School-Reno,,0.3557,,,,,,,,,,,,8
Boise Barber College,,0.5,,,,,,,,,,,,7
Austin Kade Academy,,0.4911,,,,,,,,,,,,7
Aesthetic Science Institute,,0.5263,,,,,,,,,,,,2
Elaine Sterling Institute,,0.5923,,,,,,,0.7143,,,,,5
Wade Gordon Hairdressing Academy,,0.4444,,,,,,,,,,,,6
Mitsu Sato Hair Academy,,0.3929,,,,,,,,,,,,4
Florida Vocational Institute,,0.6876,,,,,,,,,,,,5
SAE Institute of Technology-Atlanta,,0.3135,,,,,,,,,,,,5
Academy di Firenze,,0.5,,,,,,,,,,,,7
SAE Institute of Technology-Miami,,0.3818,,,,,,,,,,,,5
Colorado State University-Global Campus,,0.8499,,,,,,,0.9856,530.0,515.0,,1048.0,7
Paul Mitchell the School-Overland Park,,0.2848,,,,,,,,,,,,4
Medspa Academies,,0.3911,,,,,,,,,,,,7
Brighton Institute of Cosmetology,,0.3265,,,,,,,,,,,,3
West Coast University-Dallas,,0.5647,,,,,,,,,,,,6
Empire Beauty School-Savannah,,0.4552,,,,,,,,,,,,5
Ogle School Hair Skin Nails-Denton,,0.3284,,,,,,,,,,,,6
Empire Beauty School-West Greensboro,,0.4621,,,,,,,,,,,,5
Hays Academy of Hair Design,,0.1143,,,,,,,,,,,,4
Bellus Academy-Chula Vista,,0.4477,,,,,,,,,,,,8
Motoring Technical Training Institute,,0.5572,,,,,,,0.9904,,,,,1
Fortis College-Columbia,,0.5453,,,,,,,,,,,,5
Unitek College,,0.8693,,,,,,,,,,,,8
Pennsylvania State University-World Campus,,,,,,,,,,,,,,2
Institute of Medical Careers,,0.7177,,,,,,,,,,,,2
Advance Beauty Techs Academy,,0.5164,,,,,,,,,,,,8
Elevate Salon Institute-Westminster,,0.449,,,,,,,,,,,,7
Brand College,,0.9583,,,,,,,1.0,,,,,8
Hinton Barber and Beauty College,,0.5536,,,,,,,,,,,,8
Advanced Career Institute,,0.7064,,,,,,,,,,,,8
Digital Film Academy,,0.7033,,,,,,,,,,,,2
MyComputerCareer.edu-Raleigh,,0.7866,,,,,,,,,,,,5
South University-Austin,,0.7816,,,,,,,,,,,,6
Ogle School Hair Skin Nails-San Antonio,,0.5118,,,,,,,,,,,,6
Ideal Beauty Academy,,1.0,,,,,,,,,,,,3
Mercyhurst University-North East Campus,,0.3431,,,,,,,,,,,,2
Warner Pacific University Professional and Graduate Studies,,0.9271,,,,,,,,,,,,8
Platt College-Riverside,,0.3594,,,,,,,,,,,,8
Empire Beauty School-Glen Burnie,,0.4659,,,,,,,,,,,,2
Christine Valmy International School of Esthetics & Cosmetology,,0.5868,,,,,,,,,,,,2
United Education Institute-UEI College Stockton,,0.3859,,,,,,,,,,,,8
Shiloh University,,0.8235,,,,,,,0.3333,,,,,4
Ross Medical Education Center-Dayton,,0.5728,,,,,,,,,,,,3
Ross Medical Education Center-Ontario,,0.5714,,,,,,,,,,,,3
Ross Medical Education Center-Bowling Green,,0.5,,,,,,,,,,,,5
Florida Institute of Technology-Online,,0.807,,,,,,,0.9921,,,,,5
Rasmussen University-Kansas,,0.7054,,,,,,,,,,,,4
Columbia Institute,,0.839,,,,,,,,,,,,2
School of Missionary Aviation Technology,,0.2222,,,,,,,,,,,,3
Ace Cosmetology and Barber Training Center,,0.6019,,,,,,,,,,,,1
California Miramar University,,0.5465,,,,,,,0.3143,,,,,8
Rocky Vista University,,,,,,,,,,,,,,7
The College of Health Care Professions-Dallas,,0.3746,,,,,,,,,,,,6
The College of Health Care Professions-Fort Worth,,0.4114,,,,,,,,,,,,6
Shear Finesse Beauty Academy,,0.7037,,,,,,,,,,,,5
Miami Media School,,0.6395,,,,,,,1.0,,,,,5
Academy of Salon Professionals,,0.3571,,,,,,,,,,,,4
CyberTex Institute of Technology,,0.8239,,,,,,,,,,,,6
New England Tractor Trailer Training School of CT-Bridgeport,,0.8709,,,,,,,,,,,,1
Paul Mitchell the School-Woodbridge,,0.4151,,,,,,,,,,,,5
College of the Muscogee Nation,,0.2696,,,,,,,,,,,,6
The Salon Professional Academy-Huntsville,,0.2048,,,,,,,,,,,,5
Midwives College of Utah,,0.892,,,,,,,0.4,,,,,7
Aspen Beauty Academy of Laurel,,0.5072,,,,,,,,,,,,2
NTMA Training Centers of Southern California,,0.637,,,,,,,,,,,,8
Future Generations University,,,,,,,,,,,,,,5
Carthage R9 School District-Carthage Technical Center,,0.75,,,,,,,,,,,,4
Grace Mission University,,0.7603,,,,,,,0.8224,,,,,8
Verve College,,0.8639,,,,,,,,,,,,3
Sotheby's Institute of Art-NY,,,,,,,,,,,,,,2
Santa Ana Beauty College,,0.8119,,,,,,,,,,,,8
Shepherds College,,0.2316,,,,,,,0.902,,,,,3
Woodruff Medical Training and Testing,,0.4821,,,,,,,,,,,,5
Helms College,,0.6304,,,,,,,,,,,,5
Ukiah Adult School,,,,,,,,,,,,,,8
Riverside County Office of Education-School of Career Education,,0.3608,,,,,,,,,,,,8
Ultrasound Medical Institute,,0.5824,,,,,,,0.9048,,,,,5
Mid-South Christian College,,0.375,,,,,,,1.0,,,,,5
Barber & Beauty Institute of New York,,0.6667,,,,,,,,,,,,2
Ultrasound Medical Institute,,0.5824,,,,,,,0.9048,,,,,5
Xavier College School of Nursing,,0.4691,,,,,,,,,,,,8
Kaizen Beauty Academy,,0.6111,,,,,,,,,,,,5
Southern Texas Careers Academy,,0.6579,,,,,,,,,,,,6
Sharp Edgez Barber Institute,,0.5938,,,,,,,,,,,,2
The Salon Professional Academy-Nashville,,0.1667,,,,,,,,,,,,5
Southern California Health Institute,,0.6777,,,,,,,,,,,,8
Grace School of Theology,,0.7892,,,,,,,,,,,,6
Yeshiva Gedolah Kesser Torah,,,,,,,,,0.9,,,,,2
Universal Training Institute,,0.8663,,,,,,,,,,,,2
Yeshiva Yesodei Hatorah,,,,,,,,,0.8684,,,,,2
Center for the Healing Arts,,0.8056,,,,,,,,,,,,2
Healthcare Training Institute,,0.525,,,,,,,0.375,,,,,2
Academy of Salon and Spa,,0.381,,,,,,,,,,,,5
Boca Beauty Academy,,0.57,,,,,,,,,,,,5
Paul Mitchell the School-Jersey Shore,,0.4857,,,,,,,,,,,,2
City Pointe Beauty Academy,,0.297,,,,,,,,,,,,4
The Chrysm Institute of Esthetics,,0.5843,,,,,,,,,,,,5
Belle Academy of Cosmetology LLC,,0.4,,,,,,,,,,,,1
Empire Beauty School-Augusta,,0.5488,,,,,,,,,,,,5
South University-High Point,,,,,,,,,,,,,,5
Empire Beauty School-Vernon Hills,,0.3906,,,,,,,,,,,,3
Empire Beauty School-Stone Park,,0.4622,,,,,,,,,,,,3
Empire Beauty School-Rochester,,0.4247,,,,,,,,,,,,2
Ross Medical Education Center-Kokomo,,0.6203,,,,,,,,,,,,3
Ross Medical Education Center-Erlanger,,0.4356,,,,,,,,,,,,5
Ross Medical Education Center-Charleston,,0.383,,,,,,,,,,,,5
