School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
Independence Community College,0.3783,0.327,0.1179,0.0,0.0095,0.0323,0.0741,0.019,0.0418,0.557,0.443,,,,,,2,1
Johnson County Community College,0.5931,0.0819,0.1344,0.0433,0.0062,0.0069,0.0468,0.0411,0.0461,0.459,0.541,,,,,,2,1
Concorde Career College-Kansas City,0.2303,0.2539,0.0866,0.0098,0.0079,0.0059,0.002,0.0,0.4035,0.0669,0.9331,,,,,,3,3
Kansas City Kansas Community College,0.389,0.2201,0.2137,0.0468,0.0048,0.0019,0.0532,0.0503,0.0202,0.3946,0.6054,,,,,,2,1
Central Christian College of Kansas,0.5499,0.1692,0.1472,0.0034,0.0203,0.0017,0.0355,0.0254,0.0474,0.4721,0.5279,,,,,,3,2
University of Kansas,0.7064,0.0425,0.0887,0.049,0.0034,0.0012,0.0521,0.0526,0.0041,0.4785,0.5215,,,,,,4,1
Newman University,0.6389,0.0502,0.1374,0.0582,0.012,0.003,0.0311,0.0512,0.0181,0.3711,0.6289,,,,,,4,2
Old Town Barber College-Wichita,0.3373,0.4096,0.1566,0.0,0.012,0.0,0.0843,0.0,0.0,0.7711,0.2289,,,,,,1,3
Kansas State University,0.7855,0.0307,0.0762,0.0174,0.0049,0.0011,0.0365,0.0369,0.0108,0.5212,0.4788,,,,,,4,1
Kansas Wesleyan University,0.6295,0.1287,0.1837,0.0031,0.0063,0.0016,0.033,0.0141,0.0,0.5824,0.4176,,,,,,4,2
Washburn Institute of Technology,0.2471,0.0259,0.1042,0.0041,0.0054,0.002,0.0231,0.0,0.5882,0.6201,0.3799,,,,,,1,1
Labette Community College,0.7654,0.0515,0.0664,0.0047,0.0305,0.0027,0.0522,0.0068,0.0197,0.3722,0.6278,,,,,,2,1
Manhattan Area Technical College,0.735,0.0824,0.1047,0.0156,0.0134,0.0022,0.0379,0.0045,0.0045,0.4788,0.5212,,,,,,2,1
Manhattan Christian College,0.8246,0.076,0.0643,0.0058,0.0,0.0,0.0292,0.0,0.0,0.5848,0.4152,,,,,,3,2
McPherson College,0.5537,0.1427,0.1819,0.0118,0.0196,0.0013,0.055,0.0039,0.0301,0.6872,0.3128,,,,,,4,2
MidAmerica Nazarene University,0.626,0.1291,0.035,0.0197,0.0099,0.0045,0.0305,0.0332,0.1121,0.4009,0.5991,,,,,,4,2
Neosho County Community College,0.7243,0.0765,0.0822,0.0066,0.0132,0.0038,0.0312,0.0604,0.0019,0.339,0.661,,,,,,2,1
North Central Kansas Technical College,0.9156,0.0087,0.0173,0.0043,0.0043,0.0,0.0498,0.0,0.0,0.6926,0.3074,,,,,,2,1
Northwest Kansas Technical College,0.5052,0.2094,0.2356,0.0026,0.0079,0.0079,0.0052,0.0262,0.0,0.7644,0.2356,,,,,,2,1
Ottawa University-Ottawa,0.5854,0.1367,0.1174,0.0074,0.0178,0.003,0.0193,0.0,0.1129,0.6137,0.3863,,,,,,4,2
Ottawa University-Kansas City,0.7433,0.09,0.08,0.03,0.0067,0.0,0.0067,0.0,0.0433,0.2167,0.7833,,,,,,4,2
Pittsburg State University,0.7992,0.0337,0.0632,0.0092,0.0123,0.0006,0.064,0.0168,0.001,0.5135,0.4865,,,,,,4,1
Pratt Community College,0.5958,0.1304,0.1385,0.0032,0.0032,0.0,0.0515,0.0451,0.0322,0.5942,0.4058,,,,,,2,1
Mount St. Mary's University,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.4954,0.5046,,,,,,4,2
Salina Area Technical College,0.8043,0.0326,0.087,0.0109,0.0072,0.0,0.0471,0.0,0.0109,0.4384,0.5616,,,,,,2,1
Seward County Community College,0.2662,0.0346,0.5962,0.0155,0.0027,0.0009,0.0027,0.0428,0.0383,0.4066,0.5934,,,,,,2,1
Southwestern College,0.0722,0.0412,0.7177,0.1054,0.0022,0.0039,0.0402,0.0014,0.0158,0.4549,0.5451,,,,,,2,1
Northeastern Junior College,0.6588,0.0442,0.1858,0.0088,0.0049,0.002,0.0354,0.0364,0.0236,0.4621,0.5379,,,,,,2,1
Tabor College,0.5954,0.158,0.1156,0.0019,0.0173,0.0039,0.0732,0.027,0.0077,0.605,0.395,,,,,,4,2
Washburn University,0.6587,0.0652,0.1245,0.0127,0.0068,0.0007,0.0514,0.0372,0.0429,0.3888,0.6112,,,,,,4,1
Wichita State University-Campus of Applied Sciences and Technology,0.5358,0.1256,0.0952,0.0403,0.0107,0.002,0.1434,0.0134,0.0336,0.5038,0.4962,,,,,,2,1
Wichita State University-Campus of Applied Sciences and Technology,0.5358,0.1256,0.0952,0.0403,0.0107,0.002,0.1434,0.0134,0.0336,0.5038,0.4962,,,,,,2,1
Wichita Technical Institute,0.5699,0.1896,0.1066,0.0296,0.0296,0.0071,0.064,0.0,0.0036,0.513,0.487,,,,,,2,3
Alice Lloyd College,0.9322,0.0348,0.0087,0.0,0.0,0.0017,0.0,0.0104,0.0122,0.4904,0.5096,,,,,,3,2
Asbury University,0.7689,0.0505,0.0676,0.0145,0.0057,0.0006,0.0107,0.0562,0.0253,0.404,0.596,,,,,,4,2
Asbury Theological Seminary,,,,,,,,,,,,,,,,,4,2
Ashland Community and Technical College,0.9441,0.0125,0.013,0.002,0.002,0.0,0.0195,0.0,0.007,0.4161,0.5839,,,,,,2,1
Barrett and Company School of Hair Design,0.814,0.0698,0.0233,0.0698,0.0,0.0,0.0233,0.0,0.0,0.1163,0.8837,,,,,,1,3
Bellarmine University,0.7803,0.0536,0.0532,0.023,0.0028,0.0008,0.0419,0.0157,0.0286,0.3555,0.6445,,,,,,4,2
Berea College,0.5176,0.1671,0.1295,0.0285,0.0,0.0012,0.0787,0.0751,0.0024,0.4195,0.5805,,,,,,3,2
PJ's College of Cosmetology-Bowling Green,0.6619,0.1495,0.032,0.032,0.0036,0.0463,0.0747,0.0,0.0,0.032,0.968,,,,,,1,3
Southcentral Kentucky Community and Technical College,0.8009,0.0674,0.0613,0.0228,0.0006,0.0006,0.0373,0.0003,0.0087,0.4104,0.5896,,,,,,2,1
Brescia University,0.6382,0.1234,0.0771,0.0142,0.0071,0.0024,0.0095,0.0059,0.1222,0.3025,0.6975,,,,,,4,2
Campbellsville University,0.6861,0.1481,0.0375,0.0081,0.0022,0.0011,0.0165,0.0717,0.0287,0.3995,0.6005,,,,,,4,2
Bluegrass Community and Technical College,0.716,0.132,0.0732,0.0225,0.0017,0.0019,0.0424,0.0031,0.0072,0.4121,0.5879,,,,,,2,1
Centre College,0.7181,0.0542,0.065,0.045,0.0021,0.0007,0.0371,0.0635,0.0143,0.4832,0.5168,,,,,,3,2
Clear Creek Baptist Bible College,0.9286,0.0204,0.0204,0.0,0.0,0.0,0.0306,0.0,0.0,0.7857,0.2143,,,,,,3,2
Paul Mitchell the School-Lexington,0.7892,0.0865,0.0486,0.0054,0.0,0.0,0.027,0.0,0.0432,0.0324,0.9676,,,,,,1,3
Galen College of Nursing-Louisville,0.712,0.1404,0.055,0.0213,0.0019,0.0019,0.0465,0.0,0.0209,0.1001,0.8999,,,,,,3,3
University of the Cumberlands,0.1403,0.0072,0.0042,0.0015,0.0009,0.0,0.0015,0.0051,0.8393,0.3967,0.6033,,,,,,4,2
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.572,,,,,,4,1
Elizabethtown Community and Technical College,0.8298,0.0668,0.0436,0.0116,0.0031,0.0019,0.0352,0.0007,0.0072,0.4418,0.5582,,,,,,2,1
Frontier Nursing University,,,,,,,,,,,,,,,,,4,2
Georgetown College,0.7439,0.1005,0.0508,0.0053,0.0011,0.0,0.0519,0.0201,0.0265,0.454,0.546,,,,,,4,2
PJ's College of Cosmetology-Glasgow,0.8929,0.0714,0.0179,0.0,0.0,0.0,0.0179,0.0,0.0,0.0893,0.9107,,,,,,1,3
Hazard Community and Technical College,0.962,0.0081,0.0125,0.0025,0.0,0.0,0.0131,0.0,0.0019,0.3859,0.6141,,,,,,2,1
Paul Mitchell the School-Louisville,0.7366,0.086,0.0323,0.0108,0.0,0.0,0.0376,0.0,0.0968,0.0591,0.9409,,,,,,1,3
Henderson Community College,0.7952,0.092,0.0491,0.0052,0.0021,0.001,0.0481,0.0,0.0073,0.2936,0.7064,,,,,,2,1
Hopkinsville Community College,0.5787,0.2279,0.0986,0.0126,0.0029,0.0029,0.0466,0.0005,0.0292,0.3397,0.6603,,,,,,2,1
Jefferson Community and Technical College,0.5521,0.2379,0.1018,0.0454,0.0027,0.0017,0.0456,0.0021,0.0107,0.4307,0.5693,,,,,,2,1
Summit Salon Academy-Lexington,0.8571,0.1071,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.1071,0.8929,,,,,,1,3
American National University-Pikeville,0.3125,0.0962,0.101,0.0,0.0,0.0,0.0577,0.0,0.4327,0.1298,0.8702,,,,,,2,3
Kentucky Mountain Bible College,0.875,0.0469,0.0469,0.0,0.0,0.0,0.0,0.0313,0.0,0.5625,0.4375,,,,,,3,2
Kentucky State University,0.148,0.7357,0.0296,0.0085,0.0035,0.0007,0.0388,0.0056,0.0296,0.4405,0.5595,,,,,,4,1
Kentucky Wesleyan College,0.6934,0.1234,0.0311,0.012,0.0036,0.0,0.012,0.0084,0.1162,0.5078,0.4922,,,,,,3,2
Eastern Kentucky University,0.8391,0.0597,0.0362,0.0089,0.0023,0.0008,0.0305,0.0123,0.0101,0.428,0.572,,,,,,4,1
Kentucky Christian University,0.666,0.1763,0.0575,0.0019,0.0056,0.0,0.026,0.039,0.0278,0.6085,0.3915,,,,,,4,2
Lexington Theological Seminary,,,,,,,,,,,,,,,,,4,2
Lindsey Wilson College,0.6494,0.0935,0.0068,0.0047,0.001,0.0021,0.023,0.0,0.2194,0.3913,0.6087,,,,,,4,2
University of Louisville,0.7033,0.1207,0.0555,0.0424,0.0011,0.0004,0.0618,0.0142,0.0004,0.4679,0.5321,,,,,,4,1
Louisville Presbyterian Theological Seminary,,,,,,,,,,,,,,,,,4,2
Madisonville Community College,0.8685,0.0571,0.0353,0.0033,0.0027,0.0016,0.0293,0.0005,0.0016,0.2989,0.7011,,,,,,2,1
Maysville Community and Technical College,0.9084,0.0252,0.0279,0.0018,0.0022,0.0,0.0212,0.0,0.0133,0.3329,0.6671,,,,,,2,1
Midway University,0.7449,0.0842,0.0698,0.0063,0.0027,0.0009,0.0331,0.0018,0.0564,0.308,0.692,,,,,,4,2
Morehead State University,0.8903,0.0362,0.0189,0.0041,0.001,0.0005,0.0254,0.0163,0.0073,0.3898,0.6102,,,,,,4,1
Murray State University,0.8175,0.0625,0.0227,0.0069,0.0024,0.0007,0.0288,0.0288,0.0296,0.3949,0.6051,,,,,,4,1
Gateway Community and Technical College,0.8171,0.0719,0.052,0.0108,0.0013,0.001,0.0398,0.0003,0.0057,0.4448,0.5552,,,,,,2,1
Northern Kentucky University,0.8036,0.0736,0.037,0.0139,0.002,0.0007,0.0329,0.029,0.0073,0.4233,0.5767,,,,,,4,1
West Kentucky Community and Technical College,0.8051,0.079,0.0509,0.0061,0.0038,0.0009,0.0462,0.0015,0.0064,0.3622,0.6378,,,,,,2,1
American National University-Pikeville,0.3125,0.0962,0.101,0.0,0.0,0.0,0.0577,0.0,0.4327,0.1298,0.8702,,,,,,2,3
Big Sandy Community and Technical College,0.9448,0.0049,0.0094,0.0027,0.0013,0.0,0.0148,0.0,0.022,0.3996,0.6004,,,,,,2,1
Empire Beauty School-Chenoweth,0.5833,0.3472,0.0417,0.0,0.0,0.0,0.0139,0.0,0.0139,0.0417,0.9583,,,,,,1,3
Empire Beauty School-Elizabethtown,0.7983,0.1513,0.0168,0.0084,0.0,0.0,0.0252,0.0,0.0,0.0672,0.9328,,,,,,1,3
Empire Beauty School-Dixie,0.2857,0.5714,0.0408,0.0,0.0,0.0,0.0,0.0,0.102,0.0408,0.9592,,,,,,1,3
Empire Beauty School-Florence,0.7984,0.1048,0.0161,0.0081,0.0,0.0,0.0161,0.0,0.0565,0.0403,0.9597,,,,,,1,3
Somerset Community College,0.9369,0.0101,0.0213,0.0051,0.0015,0.0003,0.0215,0.001,0.0023,0.3465,0.6535,,,,,,2,1
Southeast Kentucky Community,0.9315,0.019,0.0131,0.0022,0.0005,0.0005,0.0158,0.0,0.0174,0.3806,0.6194,,,,,,2,1
The Southern Baptist Theological Seminary,0.8698,0.0188,0.0138,0.0213,0.0025,0.0025,0.0013,0.0613,0.0088,0.567,0.433,,,,,,4,2
Spalding University,0.6659,0.1751,0.0606,0.016,0.0046,0.0011,0.0561,0.0011,0.0195,0.3089,0.6911,,,,,,4,2
Sullivan University,0.5854,0.1704,0.0004,0.0172,0.0051,0.0031,0.0852,0.0004,0.1329,0.3595,0.6405,,,,,,4,3
Thomas More University,0.7804,0.0806,0.0318,0.0084,0.0013,0.0026,0.0468,0.0117,0.0364,0.4932,0.5068,,,,,,4,2
Transylvania University,0.7907,0.055,0.0381,0.0233,0.0021,0.0,0.0465,0.0,0.0444,0.3985,0.6015,,,,,,3,2
Pacific Union College,0.2216,0.0506,0.2711,0.2272,0.0034,0.009,0.09,0.0292,0.0979,0.3993,0.6007,,,,,,4,2
Western Kentucky University,0.7854,0.0913,0.0388,0.0185,0.0024,0.0011,0.0341,0.0234,0.0049,0.4107,0.5893,,,,,,4,1
Central Louisiana Technical Community College,0.4974,0.3412,0.0402,0.0066,0.0198,0.0184,0.0415,0.0,0.0349,0.5191,0.4809,,,,,,2,1
Ayers Career College,0.2752,0.6376,0.0268,0.0,0.0067,0.0,0.047,0.0,0.0067,0.3087,0.6913,,,,,,1,3
Baton Rouge School of Computers,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583,0.5417,,,,,,2,3
Bossier Parish Community College,0.4383,0.4086,0.055,0.0062,0.008,0.0205,0.0427,0.0106,0.0102,0.3233,0.6767,,,,,,2,1
Centenary College of Louisiana,0.6372,0.1694,0.1123,0.0258,0.0018,0.0,0.0405,0.0092,0.0037,0.407,0.593,,,,,,4,2
Cloyd's Beauty School 1 Inc,0.6667,0.2619,0.0238,0.0,0.0,0.0,0.0238,0.0,0.0238,0.0476,0.9524,,,,,,1,3
Crescent City Bartending School,0.4307,0.3097,0.0413,0.0796,0.0413,0.0,0.0,0.0,0.0973,0.4602,0.5398,,,,,,1,3
Delgado Community College,0.2954,0.4712,0.0995,0.0304,0.0043,0.0265,0.0449,0.0169,0.011,0.3041,0.6959,,,,,,2,1
Avery James School of Cosmetology,0.4483,0.4368,0.0345,0.0115,0.0115,0.0,0.0575,0.0,0.0,0.0345,0.9655,,,,,,1,3
Denham Springs Beauty School,0.9429,0.0286,0.0,0.0143,0.0,0.0,0.0143,0.0,0.0,0.0143,0.9857,,,,,,1,3
Dillard University,0.0033,0.7095,0.0214,0.0,0.0016,0.0008,0.0181,0.0041,0.2412,0.2469,0.7531,,,,,,3,2
Nunez Community College,0.3478,0.49,0.0628,0.0137,0.0063,0.0297,0.0308,0.0103,0.0086,0.3489,0.6511,,,,,,2,1
Grambling State University,0.0089,0.9254,0.0089,0.0017,0.0012,0.0,0.0,0.0453,0.0087,0.3761,0.6239,,,,,,4,1
Guy's Shreveport Academy of Cosmetology Inc,0.5455,0.4394,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.9848,,,,,,1,3
ITI Technical College,0.5108,0.4092,0.0215,0.0138,0.0077,0.0,0.0262,0.0,0.0108,0.8231,0.1769,,,,,,2,3
John Jay Beauty College,0.6588,0.2353,0.0353,0.0235,0.0,0.0,0.0,0.0,0.0471,0.0353,0.9647,,,,,,1,3
Louisiana State University Health Sciences Center-New Orleans,0.7492,0.1129,0.0651,0.0478,0.0011,0.0,0.0185,0.0011,0.0043,0.1466,0.8534,,,,,,4,1
Louisiana State University-Alexandria,0.6405,0.1981,0.0183,0.0111,0.0747,0.0,0.0287,0.0204,0.0083,0.2841,0.7159,,,,,,3,1
Louisiana State University-Eunice,0.6754,0.2386,0.03,0.007,0.0066,0.0004,0.0249,0.0078,0.0093,0.269,0.731,,,,,,2,1
Louisiana State University Health Sciences Center-Shreveport,0.5455,0.1818,0.1212,0.0909,0.0303,0.0,0.0303,0.0,0.0,0.1212,0.8788,,,,,,4,1
Louisiana Academy of Beauty,0.9688,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,0.0,1.0,,,,,,1,3
Louisiana State University and Agricultural & Mechanical College,0.69,0.1325,0.0718,0.047,0.0041,0.0011,0.0251,0.0174,0.0109,0.4721,0.5279,,,,,,4,1
Opelousas School of Cosmetology,0.4167,0.5,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.25,0.75,,,,,,1,3
Louisiana Tech University,0.7148,0.1242,0.0415,0.0145,0.0045,0.001,0.0286,0.0215,0.0494,0.5503,0.4497,,,,,,4,1
Loyola University New Orleans,0.4611,0.1738,0.1929,0.0315,0.0046,0.0023,0.0486,0.0253,0.0598,0.3395,0.6605,,,,,,4,2
McNeese State University,0.677,0.1609,0.0384,0.0152,0.0047,0.0007,0.0345,0.0656,0.0029,0.4061,0.5939,,,,,,4,1
Louisiana State University Health Sciences Center-New Orleans,0.7492,0.1129,0.0651,0.0478,0.0011,0.0,0.0185,0.0011,0.0043,0.1466,0.8534,,,,,,4,1
New Orleans Baptist Theological Seminary,0.4817,0.1505,0.0541,0.0138,0.0,0.0,0.0009,0.0358,0.2633,0.6899,0.3101,,,,,,4,2
Nicholls State University,0.6864,0.1891,0.0394,0.0107,0.0226,0.0009,0.0264,0.0142,0.0103,0.3599,0.6401,,,,,,4,1
University of Louisiana at Monroe,0.6074,0.2397,0.028,0.0175,0.003,0.0002,0.0264,0.0472,0.0308,0.3406,0.6594,,,,,,4,1
Northwest Louisiana Technical Community College,0.4397,0.4367,0.0359,0.001,0.016,0.015,0.0329,0.004,0.0189,0.5414,0.4586,,,,,,2,1
Northwestern State University of Louisiana,0.5189,0.3188,0.0678,0.0077,0.0139,0.0012,0.045,0.0148,0.012,0.2738,0.7262,,,,,,4,1
University of Holy Cross,0.4571,0.3,0.1214,0.0314,0.0057,0.0014,0.0443,0.0,0.0386,0.1486,0.8514,,,,,,4,2
Franciscan Missionaries of Our Lady University,0.7011,0.1499,0.0786,0.0362,0.0103,0.0021,0.0,0.0,0.0217,0.1624,0.8376,,,,,,4,2
Pat Goins Benton Road Beauty School,0.287,0.6759,0.0093,0.0,0.0,0.0,0.0278,0.0,0.0,0.0093,0.9907,,,,,,1,3
Celebrity Stylist Beauty School,0.0278,0.9722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.8889,,,,,,1,3
Pineville Beauty School,0.9,0.0429,0.0143,0.0143,0.0,0.0,0.0286,0.0,0.0,0.0286,0.9714,,,,,,1,3
Saint Joseph Seminary College,0.5984,0.0236,0.2677,0.0551,0.0,0.0,0.0079,0.0079,0.0394,1.0,0.0,,,,,,3,2
LaSalle Tech,0.4906,0.2547,0.217,0.0189,0.0,0.0,0.0,0.0189,0.0,0.0849,0.9151,,,,,,1,3
Fletcher Technical Community College,0.5946,0.2298,0.0386,0.01,0.0396,0.0095,0.0532,0.013,0.0115,0.3226,0.6774,,,,,,2,1
Remington College-Lafayette Campus,0.2951,0.659,0.023,0.0,0.0,0.0,0.0164,0.0,0.0066,0.2721,0.7279,,,,,,2,2
SOWELA Technical Community College,0.6149,0.2634,0.0443,0.0101,0.0059,0.0098,0.0326,0.0111,0.0078,0.4884,0.5116,,,,,,2,1
Stevensons Academy of Hair Design,0.0,0.9912,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.2895,0.7105,,,,,,1,3
Southeastern Louisiana University,0.6347,0.2189,0.0684,0.008,0.0024,0.0008,0.043,0.0147,0.0091,0.3726,0.6274,,,,,,4,1
Southern University at New Orleans,0.0237,0.8302,0.0101,0.003,0.0024,0.0006,0.0,0.0254,0.1047,0.2757,0.7243,,,,,,4,1
Southern University at Shreveport,0.0545,0.9154,0.0025,0.0017,0.0033,0.0004,0.0008,0.0215,0.0,0.2709,0.7291,,,,,,2,1
University of Louisiana at Lafayette,0.6385,0.2059,0.0581,0.0257,0.0032,0.0012,0.0281,0.0115,0.0279,0.43,0.57,,,,,,4,1
Northshore Technical Community College,0.5096,0.3698,0.0455,0.0045,0.0029,0.0176,0.0299,0.0041,0.016,0.458,0.542,,,,,,2,1
Tulane University of Louisiana,0.681,0.0702,0.0782,0.0515,0.002,0.0009,0.041,0.0623,0.013,0.4114,0.5886,,,,,,4,2
Xavier University of Louisiana,0.0172,0.8159,0.0444,0.0376,0.0004,0.0,0.0388,0.0176,0.028,0.2362,0.7638,,,,,,4,2
College of the Atlantic,0.6114,0.0143,0.0571,0.0171,0.0,0.0,0.02,0.2571,0.0229,0.26,0.74,,,,,,4,2
Bates College,0.6714,0.0555,0.0764,0.05,0.0011,0.0011,0.0566,0.0824,0.0055,0.5022,0.4978,,,,,,3,2
Beal University,0.8692,0.0205,0.0077,0.0026,0.0051,0.0,0.0,0.0,0.0949,0.2769,0.7231,,,,,,2,3
Bowdoin College,0.5928,0.0764,0.1135,0.0721,0.0033,0.0016,0.0699,0.0655,0.0049,0.488,0.512,,,,,,3,2
Maine College of Health Professions,0.8525,0.0383,0.0055,0.0164,0.0,0.0,0.0273,0.0,0.0601,0.082,0.918,,,,,,2,2
Central Maine Community College,0.7735,0.0959,0.025,0.0053,0.0053,0.0013,0.0236,0.0187,0.0513,0.4378,0.5622,,,,,,2,1
Colby-Sawyer College,0.7957,0.0466,0.0227,0.0287,0.0096,0.0,0.0,0.0203,0.0765,0.2915,0.7085,,,,,,3,2
Eastern Maine Community College,0.8822,0.0108,0.0272,0.0076,0.0133,0.0006,0.0285,0.0089,0.0209,0.4769,0.5231,,,,,,2,1
Kennebec Valley Community College,0.8954,0.0141,0.0228,0.0054,0.0067,0.0013,0.0121,0.002,0.0402,0.3333,0.6667,,,,,,2,1
The Landing School,0.7963,0.037,0.0185,0.037,0.0,0.0185,0.037,0.0556,0.0,0.8704,0.1296,,,,,,2,2
University of Maine at Augusta,0.837,0.0232,0.0248,0.0053,0.0211,0.0003,0.0403,0.0074,0.0406,0.2935,0.7065,,,,,,3,1
University of Maine at Farmington,0.8762,0.0274,0.0294,0.0089,0.0064,0.0013,0.0287,0.0013,0.0204,0.3299,0.6701,,,,,,4,1
University of Maine at Fort Kent,0.7582,0.0497,0.0328,0.0079,0.0079,0.0023,0.0463,0.0621,0.0328,0.2757,0.7243,,,,,,3,1
University of Maine at Augusta,0.837,0.0232,0.0248,0.0053,0.0211,0.0003,0.0403,0.0074,0.0406,0.2935,0.7065,,,,,,3,1
Maine Maritime Academy,0.8446,0.0182,0.0343,0.0141,0.005,0.0,0.0,0.005,0.0787,0.8365,0.1635,,,,,,4,1
University of Maine at Presque Isle,0.8129,0.0297,0.0347,0.0062,0.0198,0.0012,0.0235,0.0483,0.0235,0.3569,0.6431,,,,,,3,1
Antioch University-New England,,,,,,,,,,,,,,,,,4,2
Northern Maine Community College,0.8781,0.0233,0.0251,0.0018,0.0269,0.0054,0.0161,0.0143,0.009,0.4319,0.5681,,,,,,2,1
Empire Beauty School-Maine,0.8561,0.0379,0.0152,0.0076,0.0,0.0,0.0379,0.0,0.0455,0.0303,0.9697,,,,,,1,3
Maine College of Art,0.7518,0.0422,0.0679,0.0375,0.0117,0.0,0.0211,0.0,0.0679,0.2623,0.7377,,,,,,4,2
Saint Joseph's College of Maine,0.3723,0.0086,0.0133,0.0063,0.0047,0.0016,0.0,0.0,0.5933,0.3636,0.6364,,,,,,4,2
Spa Tech Institute-Westbrook,0.8788,0.039,0.026,0.0303,0.0,0.0,0.0216,0.0,0.0043,0.1212,0.8788,,,,,,1,3
Southern Maine Community College,0.7773,0.0886,0.0398,0.0234,0.0053,0.0012,0.0319,0.0067,0.0258,0.4528,0.5472,,,,,,2,1
University of Southern Maine,0.7878,0.0723,0.0331,0.0244,0.007,0.0004,0.0352,0.0133,0.0265,0.4185,0.5815,,,,,,4,1
Thomas Edison State University,0.5032,0.1349,0.1218,0.0447,0.0043,0.0057,0.0266,0.0082,0.1505,0.5931,0.4069,,,,,,4,1
Unity College,0.8151,0.0077,0.0089,0.0128,0.014,0.0026,0.0357,0.0013,0.102,0.463,0.537,,,,,,4,2
Washington County Community College,0.7745,0.0073,0.04,0.0109,0.1055,0.0,0.0218,0.0073,0.0327,0.4291,0.5709,,,,,,2,1
Allegany College of Maryland,0.7916,0.1259,0.0258,0.0049,0.0011,0.0,0.033,0.0093,0.0082,0.3112,0.6888,,,,,,2,1
Anne Arundel Community College,0.5403,0.1829,0.0985,0.0464,0.0033,0.0016,0.0511,0.0173,0.0587,0.4015,0.5985,,,,,,2,1
Award Beauty School,0.2804,0.6542,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.4579,0.5421,,,,,,1,3
Baltimore Studio of Hair Design,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Baltimore City Community College,0.047,0.7682,0.047,0.0154,0.0009,0.0011,0.024,0.0784,0.018,0.2999,0.7001,,,,,,2,1
University of Baltimore,0.3013,0.4794,0.0589,0.0451,0.0064,0.0064,0.0427,0.0221,0.0378,0.4205,0.5795,,,,,,4,1
Bowie State University,0.0197,0.8195,0.0452,0.014,0.0018,0.0018,0.0415,0.024,0.0326,0.3959,0.6041,,,,,,4,1
Capitol Technology University,0.3939,0.2711,0.0997,0.0512,0.0026,0.0,0.0409,0.0051,0.1355,0.8056,0.1944,,,,,,4,2
Cecil College,0.7501,0.0849,0.0606,0.0108,0.0022,0.0016,0.0606,0.0184,0.0108,0.3678,0.6322,,,,,,2,1
College of Southern Maryland,0.5255,0.2695,0.0747,0.0375,0.0051,0.0031,0.062,0.0075,0.0152,0.3918,0.6082,,,,,,2,1
Chesapeake College,0.6697,0.1517,0.0661,0.0141,0.008,0.0018,0.0275,0.0208,0.0404,0.3492,0.6508,,,,,,2,1
Washington Adventist University,0.0525,0.5092,0.199,0.0354,0.0024,0.0012,0.022,0.105,0.0733,0.326,0.674,,,,,,4,2
Coppin State University,0.0192,0.8319,0.0277,0.0034,0.0047,0.0,0.0286,0.067,0.0175,0.227,0.773,,,,,,4,1
Delmarva Beauty Academy,0.3077,0.5769,0.0577,0.0,0.0,0.0,0.0385,0.0,0.0192,0.0385,0.9615,,,,,,1,3
North American Trade Schools,0.1724,0.7931,0.0,0.0018,0.0,0.0,0.0,0.0,0.0327,0.9583,0.0417,,,,,,1,3
Frederick Community College,0.5831,0.1562,0.1468,0.0449,0.0028,0.0009,0.0538,0.011,0.0005,0.4328,0.5672,,,,,,2,1
Frostburg State University,0.5252,0.3192,0.0525,0.0181,0.002,0.0,0.0467,0.0291,0.0073,0.4787,0.5213,,,,,,4,1
Garrett College,0.7052,0.2206,0.0165,0.0021,0.0021,0.0021,0.033,0.0186,0.0,0.5402,0.4598,,,,,,2,1
Goucher College,0.4948,0.2022,0.1042,0.0424,0.0,0.0014,0.041,0.0257,0.0883,0.3315,0.6685,,,,,,4,2
Hagerstown Community College,0.6838,0.1343,0.076,0.0208,0.002,0.001,0.0523,0.0107,0.0191,0.34,0.66,,,,,,2,1
Harford Community College,0.6754,0.1667,0.0645,0.0317,0.0033,0.0013,0.039,0.0132,0.0049,0.4108,0.5892,,,,,,2,1
Hood College,0.5769,0.1763,0.1203,0.0362,0.0009,0.0009,0.0552,0.0172,0.0163,0.3707,0.6293,,,,,,4,2
Howard Community College,0.3033,0.3093,0.113,0.1174,0.0022,0.0016,0.0606,0.0588,0.0338,0.421,0.579,,,,,,2,1
