School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Palo Alto University,,0.6029,,,,,,,,,,,,8
Pacific Oaks College,,0.8907,,,,,,,0.0511,,,,,8
Pacific School of Religion,,,,,,,,,,,,,,8
Pacific States University,,0.6667,,,,,,,,,,,,8
Pacific Union College,,0.1623,,,,,,,0.5332,535.0,525.0,,1067.0,8
University of the Pacific,,0.0646,,,,,,,0.6561,605.0,635.0,,1251.0,8
Palo Verde College,,0.8502,,,,,,,,,,,,8
Palomar College,,0.3327,,,,,,,,,,,,8
Pasadena City College,,0.3011,,,,,,,,,,,,8
Pepperdine University,,0.0421,,,,,,,0.3172,655.0,685.0,,1349.0,8
Pitzer College,,0.0276,,,,,,,0.137,,,,,8
Platt College-San Diego,,0.5391,,,,,,,,,,,,8
Point Loma Nazarene University,,0.1536,,,,,,,0.7366,615.0,610.0,,1242.0,8
North-West College-Pomona,,0.3797,,,,,,,,,,,,8
Porterville College,,0.2598,,,,,,,,,,,,8
Professional Institute of Beauty,,0.6216,,,,,,,,,,,,8
Santa Ana College,,0.531,,,,,,,,,,,,8
Pardee RAND Graduate School,,,,,,,,,,,,,,8
Shasta School of Cosmetology,,0.4595,,,,,,,,,,,,8
University of Redlands,,0.1763,,,,,,,0.7641,590.0,580.0,,1186.0,8
College of the Redwoods,,0.4219,,,,,,,,,,,,8
Salon Success Academy-Upland,,0.5,,,,,,,,,,,,8
Salon Success Academy-Corona,,0.3793,,,,,,,,,,,,8
Rio Hondo College,,0.3809,,,,,,,,,,,,8
Riverside City College,,0.2721,,,,,,,,,,,,8
Dongguk University Los Angeles,,0.75,,,,,,,,,,,,8
Sacramento City College,,0.3832,,,,,,,,,,,,8
Saddleback College,,0.3429,,,,,,,,,,,,8
Samuel Merritt University,,0.8906,,,,,,,,,,,,8
San Diego City College,,0.4072,,,,,,,,,,,,8
San Diego Mesa College,,0.34,,,,,,,,,,,,8
San Diego Miramar College,,0.3899,,,,,,,,,,,,8
San Diego State University,,0.1313,,,,,,,0.3413,605.0,610.0,,1221.0,8
University of California-San Diego,,0.0537,,,,,,,0.3148,665.0,705.0,,1375.0,8
San Francisco Art Institute,,0.2409,,,,,,,0.9033,,,,,8
San Francisco Conservatory of Music,,0.0558,,,,,,,0.4758,,,,,8
San Francisco State University,,0.1865,,,,,,,0.673,525.0,520.0,,1046.0,8
University of Redlands Graduate School of Theology,,0.1719,,,,,,,,,,,,8
University of California-San Francisco,,,,,,,,,,,,,,8
San Joaquin College of Law,,,,,,,,,,,,,,8
San Joaquin Delta College,,0.2719,,,,,,,,,,,,8
San Joaquin Valley College-Visalia,,0.5052,,,,,,,,,,,,8
William Jessup University,,0.2411,,,,,,,0.6503,545.0,535.0,,1085.0,8
San Jose City College,,0.4386,,,,,,,,,,,,8
San Jose State University,,0.1753,,,,,,,0.6357,565.0,575.0,,1139.0,8
College of San Mateo,,0.3326,,,,,,,,,,,,8
Santa Barbara Business College-Bakersfield,,0.6299,,,,,,,,,,,,8
Santa Barbara Business College-Santa Maria,,0.4831,,,,,,,,,,,,8
Santa Barbara City College,,0.2943,,,,,,,,,,,,8
Santa Clara University,,0.0095,,,,,,,0.4882,665.0,695.0,,1368.0,8
Santa Monica College,,0.304,,,,,,,,,,,,8
Santa Rosa Junior College,,0.3719,,,,,,,,,,,,8
Saybrook University,,,,,,,,,,,,,,8
Scripps College,,0.0018,,,,,,,0.32,707.0,705.0,,1420.0,8
College of the Sequoias,,0.2548,,,,,,,,,,,,8
Shasta Bible College and Graduate School,,0.5172,,,,,,,1.0,,,,,8
Shasta Bible College and Graduate School,,0.5172,,,,,,,1.0,,,,,8
Sierra College,,0.3024,,,,,,,,,,,,8
Sierra College of Beauty,,0.4565,,,,,,,,,,,,8
Trinity Law School,,,,,,,,,,,,,,8
Simpson University,,0.2835,,,,,,,0.5231,520.0,515.0,,1041.0,8
College of the Siskiyous,,0.3742,,,,,,,,,,,,8
Charles A Jones Career and Education Center,,0.6173,,,,,,,,,,,,8
Skyline College,,0.3285,,,,,,,,,,,,8
San Bernardino Valley College,,0.4125,,,,,,,,,,,,8
Saint Mary's College of California,,0.0771,,,,,,,0.81,585.0,565.0,,1175.0,8
Solano Community College,,0.3534,,,,,,,,,,,,8
Sonoma State University,,0.1127,,,,,,,0.9119,540.0,530.0,,1065.0,8
South Baylo University,,,,,,,,,,,,,,8
South Coast College,,0.5929,,,,,,,,,,,,8
Vanguard University of Southern California,,0.137,,,,,,,0.4945,540.0,525.0,,1070.0,8
Concorde Career College-Garden Grove,,0.6044,,,,,,,0.9522,,,,,8
Southwestern College,,0.3077,,,,,,,,,,,,8
St John's Seminary,,,,,,,,,,,,,,8
Starr King School for the Ministry,,,,,,,,,,,,,,8
Marshall B Ketchum University,,,,,,,,,,,,,,8
Southern California Institute of Architecture,,0.2,,,,,,,,,,,,8
Vanguard University of Southern California,,0.137,,,,,,,0.4945,540.0,525.0,,1070.0,8
Southwestern Law School,,,,,,,,,,,,,,8
Taft College,,0.5481,,,,,,,,,,,,8
Claremont School of Theology,,,,,,,,,,,,,,8
Thomas Aquinas College,,0.0182,,,,,,,0.7892,650.0,620.0,,1284.0,8
Epic Bible College,,0.4237,,,,,,,,,,,,8
United Education Institute-Huntington Park Campus,,0.2758,,,,,,,,,,,,8
Concorde Career College-San Bernardino,,0.4073,,,,,,,0.9257,,,,,8
Concorde Career College-North Hollywood,,0.4975,,,,,,,0.9139,,,,,8
The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,,,,,,8
The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,,,,,,8
Victor Valley College,,0.3109,,,,,,,,,,,,8
Berkeley College-New York,,0.5098,,,,,,,,,,,,2
Walden University,,0.8803,,,,,,,,,,,,4
Waynes College of Beauty,,0.4048,,,,,,,,,,,,8
West Hills College-Coalinga,,0.277,,,,,,,,,,,,8
West Los Angeles College,,0.4703,,,,,,,,,,,,8
West Valley College,,0.3116,,,,,,,,,,,,8
Carrington College-Sacramento,,0.5069,,,,,,,,,,,,8
Westminster Theological Seminary in California,,,,,,,,,,,,,,8
Westmont College,,0.0114,,,,,,,0.648,615.0,600.0,,1222.0,8
Whittier College,,0.0242,,,,,,,0.5711,574.0,555.0,,1135.0,8
Woodbury University,,0.2184,,,,,,,0.6633,545.0,535.0,,1087.0,8
The Wright Institute,,,,,,,,,,,,,,8
Thomas Jefferson School of Law,,,,,,,,,,,,,,8
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,,,,,,,,,0.8158,,,,,8
Cambridge Junior College-Yuba City,,0.4286,,,,,,,,,,,,8
The Salon Professional Academy-Grand Junction,,0.1186,,,,,,,,,,,,7
Adams State University,,0.2348,,,,,,,0.9909,500.0,490.0,,1003.0,7
Aims Community College,,0.2462,,,,,,,,,,,,7
Arapahoe Community College,,0.3274,,,,,,,,,,,,7
Bel-Rea Institute of Animal Technology,,0.2813,,,,,,,0.1401,,,,,7
University of Colorado Denver/Anschutz Medical Campus,,0.1993,,,,,,,0.6731,560.0,550.0,,1124.0,7
Colorado Technical University-Colorado Springs,,0.8587,,,,,,,,,,,,7
Spartan College of Aeronautics and Technology,,0.6215,,,,,,,,,,,,7
University of Colorado Boulder,,0.059,,,,,,,0.7835,625.0,625.0,,1276.0,7
Colorado Christian University,,0.4505,,,,,,,,,,,,7
Regis University,,0.3906,,,,,,,0.7096,575.0,560.0,,1157.0,7
Concorde Career College-Aurora,,0.487,,,,,,,0.6158,,,,,7
Colorado Mountain College,,0.3162,,,,,,,,,,,,7
Colorado Northwestern Community College,,0.2374,,,,,,,,,,,,7
Colorado School of Mines,,0.0601,,,,,,,0.5308,665.0,645.0,,1342.0,7
Colorado School of Trades,,0.8322,,,,,,,1.0,,,,,7
Colorado State University-Fort Collins,,0.106,,,,,,,0.8135,595.0,585.0,,1204.0,7
Colorado Technical University-Colorado Springs,,0.8587,,,,,,,,,,,,7
Community College of Aurora,,0.2506,,,,,,,,,,,,7
Technical College of the Rockies,,0.3243,,,,,,,,,,,,7
Community College of Denver,,0.3158,,,,,,,,,,,,7
Lincoln College of Technology-Denver,,0.3894,,,,,,,,,,,,7
Denver Seminary,,,,,,,,,,,,,,7
University of Colorado Denver/Anschutz Medical Campus,,0.1993,,,,,,,0.6731,560.0,550.0,,1124.0,7
Emily Griffith Technical College,,0.7257,,,,,,,,,,,,7
Fort Lewis College,,0.1354,,,,,,,0.9138,555.0,535.0,,1068.0,7
Front Range Community College,,0.2779,,,,,,,,,,,,7
Iliff School of Theology,,,,,,,,,,,,,,7
International Salon and Spa Academy,,0.4824,,,,,,,,,,,,7
Lamar Community College,,0.1343,,,,,,,,,,,,7
Colorado Mesa University,,0.1711,,,,,,,0.782,530.0,520.0,,1063.0,7
Metropolitan State University of Denver,,0.3626,,,,,,,0.613,505.0,495.0,,1008.0,7
Morgan Community College,,0.2196,,,,,,,,,,,,7
Naropa University,,0.3858,,,,,,,0.9852,,,,,7
Nazarene Bible College,,0.9169,,,,,,,,,,,,7
Northeastern Junior College,,0.2158,,,,,,,,,,,,7
University of Northern Colorado,,0.1078,,,,,,,0.9084,550.0,535.0,,1096.0,7
Otero Junior College,,0.2658,,,,,,,,,,,,7
Pikes Peak Community College,,0.3703,,,,,,,,,,,,7
Pueblo Community College,,0.4387,,,,,,,,,,,,7
Red Rocks Community College,,0.3812,,,,,,,,,,,,7
Regis University,,0.3906,,,,,,,0.7096,575.0,560.0,,1157.0,7
Rocky Mountain College of Art and Design,,0.4147,,,,,,,,,,,,7
Montessori Education Center of the Rockies,,0.5714,,,,,,,0.9231,,,,,7
Colorado State University Pueblo,,0.2218,,,,,,,0.9303,520.0,515.0,,1047.0,7
Pickens Technical College,,0.2717,,,,,,,,,,,,7
Intellitec College-Colorado Springs,,0.7471,,,,,,,,,,,,7
Intellitec College-Grand Junction,,0.5722,,,,,,,,,,,,7
Trinidad State Junior College,,0.2949,,,,,,,,,,,,7
United States Air Force Academy,,0.0107,,,,,,,0.1108,655.0,680.0,,1368.0,0
Empire Beauty School-Thornton,,0.3509,,,,,,,,,,,,7
Western Colorado University,,0.0911,,,,,,,0.8415,555.0,545.0,,1114.0,7
Albertus Magnus College,,0.4776,,,,,,,0.8346,495.0,475.0,,972.0,1
Asnuntuck Community College,,0.3506,,,,,,,,,,,,1
Bais Binyomin Academy,,,,,,,,,0.7917,,,,,2
University of Bridgeport,,0.2595,,,,,,,0.5458,510.0,495.0,,1008.0,1
Central Connecticut State University,,0.1745,,,,,,,0.6563,540.0,525.0,,1064.0,1
Charter Oak State College,,0.8578,,,,,,,,,,,,1
Cortiva Institute-Cromwell,,0.7177,,,,,,,,,,,,1
Northwestern Connecticut Community College,,0.3754,,,,,,,,,,,,1
Porter and Chester Institute of Hamden,,0.4327,,,,,,,,,,,,1
Central Connecticut State University,,0.1745,,,,,,,0.6563,540.0,525.0,,1064.0,1
Goodwin University,,0.673,,,,,,,,,,,,1
Lincoln Technical Institute-East Windsor,,0.1789,,,,,,,,,,,,1
Eastern Connecticut State University,,0.0729,,,,,,,0.6387,,,,,1
Fairfield University,,0.0239,,,,,,,0.5713,640.0,640.0,,1288.0,1
Paul Mitchell the School-North Haven,,0.289,,,,,,,,,,,,1
Capital Community College,,0.542,,,,,,,,,,,,1
Rensselaer at Hartford,,,,,,,,,,,,,,1
American Institute-West Hartford,,0.6471,,,,,,,,,,,,1
Hartford Seminary,,,,,,,,,,,,,,1
University of Hartford,,0.0682,,,,,,,0.7635,570.0,560.0,,1140.0,1
Holy Apostles College and Seminary,,0.6089,,,,,,,,,,,,1
Housatonic Community College,,0.3956,,,,,,,,,,,,1
Manchester Community College,,0.3949,,,,,,,,,,,,1
Naugatuck Valley Community College,,0.3544,,,,,,,,,,,,1
Middlesex Community College,,0.3899,,,,,,,,,,,,1
Vanguard College of Cosmetology-Baton Rouge,,0.2774,,,,,,,,,,,,5
Three Rivers Community College,,0.4013,,,,,,,,,,,,1
Lincoln Technical Institute-New Britain,,0.393,,,,,,,,,,,,1
New England Tractor Trailer Training School of Connecticut,,0.7729,,,,,,,,,,,,1
University of New Haven,,0.0603,,,,,,,0.8299,570.0,555.0,,1134.0,1
Norwalk Community College,,0.3364,,,,,,,,,,,,1
Northwestern Connecticut Community College,,0.3754,,,,,,,,,,,,1
Paier College of Art Inc,,0.2584,,,,,,,,,,,,1
Porter and Chester Institute of Stratford,,0.4938,,,,,,,,,,,,1
Post University,,0.7379,,,,,,,0.9654,,,,,1
Quinebaug Valley Community College,,0.3695,,,,,,,,,,,,1
Quinnipiac University,,0.039,,,,,,,0.7012,,,,,1
Sacred Heart University,,0.1223,,,,,,,0.6392,,,,,1
Mount Saint Joseph University,,0.091,,,,,,,0.6241,545.0,530.0,,1097.0,3
Gateway Community and Technical College,,0.3496,,,,,,,,,,,,5
Southern Connecticut State University,,0.1439,,,,,,,0.6936,515.0,485.0,,1002.0,1
Stone Academy-West Haven,,0.7815,,,,,,,,,,,,1
Trinity College of Nursing & Health Sciences,,0.4395,,,,,,,,,,,,3
Tunxis Community College,,0.3182,,,,,,,,,,,,1
United States Coast Guard Academy,,0.0019,,,,,,,0.2052,645.0,660.0,,1303.0,0
Virginia Wesleyan University,,0.1384,,,,,,,0.7684,540.0,525.0,,1078.0,5
Western Connecticut State University,,0.1507,,,,,,,0.758,,,,,1
Yale University,,0.0051,,,,,,,0.0608,745.0,770.0,,1517.0,1
Margaret H Rollins School of Nursing at Beebe Medical Center,,0.2571,,,,,,,,,,,,2
Dawn Career Institute LLC,,0.4441,,,,,,,,,,,,2
Delaware Technical Community College-Terry,,0.3359,,,,,,,,,,,,2
Delaware State University,,0.0519,,,,,,,0.5277,470.0,450.0,,932.0,2
Delaware State University,,0.0519,,,,,,,0.5277,470.0,450.0,,932.0,2
Goldey-Beacom College,,0.1218,,,,,,,0.5668,,,,,2
Schilling-Douglas School of Hair Design LLC,,0.5,,,,,,,,,,,,2
John Wesley International Barber and Beauty College,,0.4394,,,,,,,,,,,,8
University of North Carolina Wilmington,,0.1864,,,,,,,0.6545,625.0,620.0,,1222.0,5
American Public University System,,0.8109,,,,,,,,,,,,5
The Catholic University of America,,0.0421,,,,,,,0.8536,,,,,2
University of the District of Columbia,,0.4762,,,,,,,,,,,,2
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,,,,,,,,,,,2
Gallaudet University,,0.2177,,,,,,,0.6122,468.0,448.0,,919.0,2
George Washington University,,0.1017,,,,,,,0.4084,675.0,700.0,,1395.0,2
Georgetown University,,0.0507,,,,,,,0.1436,725.0,740.0,,1473.0,2
Taft University System,,1.0,,,,,,,,,,,,7
Strayer University-District of Columbia,,0.8563,,,,,,,,,,,,2
National Conservatory of Dramatic Arts,,0.4444,,,,,,,1.0,,,,,2
Trinity Washington University,,0.351,,,,,,,0.9669,,,,,2
Wesley Theological Seminary,,,,,,,,,,,,,,2
Atlantic Technical College,,0.6404,,,,,,,,,,,,5
The Baptist College of Florida,,0.3209,,,,,,,0.9359,533.0,474.0,,991.0,5
Barry University,,0.3296,,,,,,,0.5099,515.0,490.0,,1009.0,5
Bethune-Cookman University,,0.0464,,,,,,,0.8406,480.0,445.0,,925.0,5
Linfield University-School of Nursing,,0.3412,,,,,,,,,,,,8
North Florida Technical College,,0.4313,,,,,,,,,,,,5
Eastern Florida State College,,0.3419,,,,,,,,,,,,5
Broward College,,0.3123,,,,,,,,,,,,5
Albizu University-Miami,,0.7417,,,,,,,0.5556,,,,,5
College of Central Florida,,0.2961,,,,,,,,,,,,5
Johnson University Florida,,0.0989,,,,,,,0.3073,498.0,475.0,,991.0,5
University of Central Florida,,0.167,,,,,,,0.4436,630.0,625.0,,1264.0,5
Charlotte Technical College,,0.1876,,,,,,,,,,,,5
Chipola College,,0.1743,,,,,,,,,,,,5
Lorenzo Walker Technical College,,0.1824,,,,,,,,,,,,5
Daytona State College,,0.3528,,,,,,,,,,,,5
South University-West Palm Beach,,0.7593,,,,,,,,,,,,5
Eckerd College,,0.0115,,,,,,,0.6744,605.0,580.0,,1210.0,5
Florida SouthWestern State College,,0.2331,,,,,,,,,,,,5
Edward Waters College,,0.0373,,,,,,,0.6112,480.0,445.0,,925.0,5
Embry-Riddle Aeronautical University-Daytona Beach,,0.082,,,,,,,0.6094,,,,,5
Florida Agricultural and Mechanical University,,0.0812,,,,,,,0.3569,560.0,535.0,,1091.0,5
Florida Atlantic University,,0.2004,,,,,,,0.6328,590.0,570.0,,1166.0,5
Florida State College at Jacksonville,,0.4304,,,,,,,,,,,,5
Flagler College,,0.1073,,,,,,,0.6476,,,,,5
Orange Technical College-Mid Florida Campus,,0.3774,,,,,,,,,,,,5
Concorde Career Institute-Jacksonville,,0.6322,,,,,,,0.7661,,,,,5
Concorde Career Institute-Miramar,,0.6388,,,,,,,0.8835,,,,,5
Concorde Career Institute-Tampa,,0.3899,,,,,,,0.9167,,,,,5
AdventHealth University,,0.4425,,,,,,,0.5053,555.0,535.0,,1072.0,5
Florida Institute of Technology,,0.0678,,,,,,,0.6575,620.0,635.0,,1264.0,5
Florida International University,,0.2213,,,,,,,0.5751,610.0,585.0,,1198.0,5
The College of the Florida Keys,,0.4291,,,,,,,,,,,,5
Florida Memorial University,,0.0962,,,,,,,0.3999,,,,,5
Florida Career College-Miami,,0.4667,,,,,,,,,,,,5
Florida School of Massage,,0.6933,,,,,,,,,,,,5
Florida Southern College,,0.0976,,,,,,,0.5213,608.0,585.0,,1220.0,5
Florida State University,,0.0425,,,,,,,0.3597,640.0,630.0,,1284.0,5
Orange Technical College-Mid Florida Campus,,0.3774,,,,,,,,,,,,5
Florida State University,,0.0425,,,,,,,0.3597,640.0,630.0,,1284.0,5
Fort Pierce Beauty Academy,,0.4242,,,,,,,,,,,,5
Full Sail University,,0.5332,,,,,,,,,,,,5
George Stone Technical College,,0.505,,,,,,,,,,,,5
George T Baker Aviation Technical College,,0.1677,,,,,,,,,,,,5
Gulf Coast State College,,0.3331,,,,,,,,,,,,5
Hillsborough Community College,,0.3363,,,,,,,,,,,,5
Hobe Sound Bible College,,0.3091,,,,,,,,,,,,5
Hollywood Institute of Beauty Careers,,0.6437,,,,,,,,,,,,5
Cortiva Institute-Florida,,0.6552,,,,,,,,,,,,5
Indian River State College,,0.3032,,,,,,,,,,,,5
Crave Beauty Academy,,0.4813,,,,,,,,,,,,4
AI Miami International University of Art and Design,,0.3945,,,,,,,,,,,,5
DeVry University-Florida,,0.8639,,,,,,,1.0,,,,,5
Keiser University-Ft Lauderdale,,0.6163,,,,,,,,,,,,5
La Belle Beauty School,,0.8272,,,,,,,,,,,,5
Florida Gateway College,,0.3282,,,,,,,,,,,,5
Lake Area Technical College,,0.1279,,,,,,,,,,,,4
Lake-Sumter State College,,0.2196,,,,,,,,,,,,5
Fort Myers Technical College,,0.3884,,,,,,,,,,,,5
Lively Technical College,,0.3542,,,,,,,,,,,,5
Lindsey Hopkins Technical College,,0.459,,,,,,,,,,,,5
State College of Florida-Manatee-Sarasota,,0.299,,,,,,,,,,,,5
Manatee Technical College,,0.4103,,,,,,,,,,,,5
Traviss Technical College,,0.7872,,,,,,,,,,,,5
Merryfield School of Pet Grooming,,0.8169,,,,,,,,,,,,5
Trinity International University-Florida,,0.8603,,,,,,,,,,,,5
Miami Lakes Educational Center and Technical College,,0.6759,,,,,,,,,,,,5
Miami Dade College,,0.2706,,,,,,,,,,,,5
Albizu University-Miami,,0.7417,,,,,,,0.5556,,,,,5
Orange Technical College-Mid Florida Campus,,0.3774,,,,,,,,,,,,5
Paul Mitchell the School-Jacksonville,,0.4529,,,,,,,,,,,,5
North Florida Technical College,,0.4313,,,,,,,,,,,,5
University of North Florida,,0.1657,,,,,,,0.7228,600.0,575.0,,1159.0,5
Nova Southeastern University,,0.1435,,,,,,,0.801,595.0,580.0,,1178.0,5
Northwest Florida State College,,0.3256,,,,,,,,,,,,5
Orange Technical College-Orlando Campus,,0.0865,,,,,,,,,,,,5
Palm Beach Atlantic University,,0.1096,,,,,,,0.9544,560.0,530.0,,1111.0,5
Palm Beach State College,,0.3098,,,,,,,,,,,,5
Pasco-Hernando State College,,0.2382,,,,,,,,,,,,5
Pensacola State College,,0.344,,,,,,,,,,,,5
Pinellas Technical College-Clearwater,,0.5341,,,,,,,,,,,,5
Polk State College,,0.2918,,,,,,,,,,,,5
Radford M Locklin Technical College,,0.1923,,,,,,,,,,,,5
Saint Vincent de Paul Regional Seminary,,,,,,,,,,,,,,5
Midwest Technical Institute-Ridgeland,,0.4361,,,,,,,,,,,,5
Ringling College of Art and Design,,0.0579,,,,,,,0.6386,,,,,5
Robert Morgan Educational Center and Technical College,,0.393,,,,,,,,,,,,5
Rollins College,,0.0874,,,,,,,0.5834,,,,,5
First Coast Technical College,,0.379,,,,,,,,,,,,5
Saint Leo University,,0.6074,,,,,,,0.7209,,,,,5
St Petersburg College,,0.4644,,,,,,,,,,,,5
