School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Spartanburg Methodist College,,0.0311,,,,,,,0.611,469.0,450.0,,933.0,5
Spartanburg Community College,,0.2638,,,,,,,,,,,,5
Central Carolina Technical College,,0.3222,,,,,,,,,,,,5
Tri-County Technical College,,0.1657,,,,,,,,,,,,5
Trident Technical College,,0.3497,,,,,,,,,,,,5
Voorhees College,,0.102,,,,,,,,,,,,5
Williamsburg Technical College,,0.2103,,,,,,,,,,,,5
Winthrop University,,0.0688,,,,,,,0.6878,545.0,510.0,,1067.0,5
Wofford College,,0.0029,,,,,,,0.5983,640.0,630.0,,1290.0,5
CUNY New York City College of Technology,,0.2724,,,,,,,0.877,,,,,2
Augustana University,,0.0363,,,,,,,0.6691,605.0,620.0,,1248.0,4
The Salon Professional Academy,,0.4035,,,,,,,,,,,,4
Black Hills State University,,0.203,,,,,,,0.8394,540.0,530.0,,1083.0,4
North Dakota State University-Main Campus,,0.0709,,,,,,,0.9356,580.0,573.0,,1169.0,4
Dakota Wesleyan University,,0.1553,,,,,,,0.667,520.0,500.0,,1092.0,4
Headlines Academy Inc,,0.4,,,,,,,,,,,,4
Lake Area Technical College,,0.1279,,,,,,,,,,,,4
Avera McKennan Hospital School of Radiologic Technology,,0.125,,,,,,,,,,,,4
Mitchell Technical College,,0.1842,,,,,,,,,,,,4
Mount Marty University,,0.1511,,,,,,,0.7161,475.0,455.0,,1072.0,4
National American University-Rapid City,,0.9039,,,,,,,,,,,,4
Sioux Falls Seminary,,,,,,,,,,,,,,4
Montana State University-Northern,,0.226,,,,,,,,,,,,7
Oglala Lakota College,,0.6063,,,,,,,,,,,,4
Presentation College,,0.3835,,,,,,,0.9019,531.0,549.0,,1045.0,4
Avera Sacred Heart Hospital,,0.125,,,,,,,,,,,,4
South Dakota School of Mines and Technology,,0.0663,,,,,,,0.766,615.0,640.0,,1266.0,4
South Dakota State University,,0.0811,,,,,,,0.9004,575.0,580.0,,1136.0,4
Sinte Gleska University,,0.5579,,,,,,,,,,,,4
University of Sioux Falls,,0.1453,,,,,,,0.9145,555.0,595.0,,1136.0,4
Sanford Medical Center,,0.0417,,,,,,,,,,,,4
Sisseton Wahpeton College,,0.479,,,,,,,,,,,,4
Minnesota State College Southeast,,0.3026,,,,,,,,,,,,4
Stewart School,,0.2308,,,,,,,,,,,,4
South Dakota State University,,0.0811,,,,,,,0.9004,575.0,580.0,,1136.0,4
Western Dakota Technical College,,0.3353,,,,,,,,,,,,4
American Baptist College,,0.5051,,,,,,,,,,,,5
Arnolds Beauty School,,0.3182,,,,,,,,,,,,5
Tennessee College of Applied Technology-Athens,,0.521,,,,,,,,,,,,5
Austin Peay State University,,0.2387,,,,,,,0.9498,530.0,535.0,,1104.0,5
Baptist Health Sciences University,,0.3666,,,,,,,0.5956,,,,1120.0,5
Belmont University,,0.0538,,,,,,,0.838,625.0,600.0,,1253.0,5
Bethel Seminary-San Diego,,,,,,,,,,,,,,8
Bryan College-Dayton,,0.1476,,,,,,,0.5101,,,,,5
Carson-Newman University,,0.062,,,,,,,0.6924,525.0,526.0,,1164.0,5
Chattanooga State Community College,,0.2995,,,,,,,,,,,,5
Christian Brothers University,,0.0901,,,,,,,0.5015,,,,1205.0,5
Pentecostal Theological Seminary,,,,,,,,,,,,,,5
Austin's Beauty College Inc,,0.5893,,,,,,,,,,,,5
Cleveland State Community College,,0.2484,,,,,,,,,,,,5
Columbia State Community College,,0.2041,,,,,,,,,,,,5
Concorde Career College-Memphis,,0.4771,,,,,,,0.9338,,,,,5
Tennessee College of Applied Technology-Covington,,0.3289,,,,,,,,,,,,5
University of the Cumberlands,,0.3307,,,,,,,0.8004,520.0,515.0,,1077.0,5
Lipscomb University,,0.0976,,,,,,,0.6311,600.0,585.0,,1234.0,5
Tennessee College of Applied Technology-Dickson,,0.3325,,,,,,,,,,,,5
Hussian College-Daymar College Nashville,,0.7348,,,,,,,,,,,,5
Dyersburg State Community College,,0.325,,,,,,,,,,,,5
East Tennessee State University,,0.2314,,,,,,,0.8593,550.0,525.0,,1156.0,5
Chattanooga College Medical Dental and Technical Careers,,0.5805,,,,,,,,,,,,5
Tennessee College of Applied Technology-Elizabethton,,0.6583,,,,,,,,,,,,5
The Hair Academy LLC,,0.2941,,,,,,,,,,,,5
Fisk University,,0.0274,,,,,,,0.9341,525.0,515.0,,1070.0,5
Welch College,,0.1603,,,,,,,,,,,,5
Freed-Hardeman University,,0.0407,,,,,,,0.8845,575.0,555.0,,1196.0,5
Tennessee College of Applied Technology-Harriman,,0.2302,,,,,,,,,,,,5
Tennessee College of Applied Technology-Hartsville,,0.1285,,,,,,,,,,,,5
Tennessee College of Applied Technology-Hohenwald,,0.1547,,,,,,,,,,,,5
Tennessee College of Applied Technology-Jacksboro,,0.2755,,,,,,,,,,,,5
Jackson State Community College,,0.2592,,,,,,,,,,,,5
John A Gupton College,,0.5976,,,,,,,0.825,,,,1035.0,5
Johnson University Florida,,0.0989,,,,,,,0.3073,498.0,475.0,,991.0,5
Paul Mitchell the School-Murfreesboro,,0.3088,,,,,,,,,,,,5
Texas A & M University-Kingsville,,0.1175,,,,,,,0.7726,515.0,515.0,,1032.0,6
South Seattle College,,0.541,,,,,,,,,,,,8
Laney College,,0.4861,,,,,,,,,,,,8
Le Moyne-Owen College,,0.2802,,,,,,,0.8043,425.0,400.0,,893.0,5
Washington and Lee University,,0.0091,,,,,,,0.1857,700.0,730.0,,1453.0,5
Lincoln Memorial University,,0.2349,,,,,,,0.4958,560.0,540.0,,1118.0,5
Tennessee College of Applied Technology-Livingston,,0.0892,,,,,,,,,,,,5
Martin Methodist College,,0.0584,,,,,,,0.9866,520.0,530.0,,1036.0,5
Maryville College,,0.0542,,,,,,,0.5557,576.0,566.0,,1181.0,5
Tennessee College of Applied Technology-McKenzie,,0.2875,,,,,,,,,,,,5
Genesis Career College-Cookeville,,0.4149,,,,,,,,,,,,5
Meharry Medical College,,,,,,,,,,,,,,5
Tennessee College of Applied Technology-Memphis,,0.2876,,,,,,,,,,,,5
University of Memphis,,0.2035,,,,,,,0.8475,565.0,555.0,,1134.0,5
Memphis Theological Seminary,,,,,,,,,,,,,,5
Middle Tennessee State University,,0.1598,,,,,,,0.9371,575.0,560.0,,1150.0,5
Middle Tennessee School of Anesthesia Inc,,,,,,,,,,,,,,5
Tennessee College of Applied Technology-Morristown,,0.33,,,,,,,,,,,,5
Motlow State Community College,,0.2331,,,,,,,,,,,,5
Tennessee College of Applied Technology-Murfreesboro,,0.3768,,,,,,,,,,,,5
Lincoln College of Technology-Nashville,,0.2111,,,,,,,,,,,,5
Nashville State Community College,,0.3915,,,,,,,,,,,,5
Tennessee College of Applied Technology-Newbern,,0.2741,,,,,,,,,,,,5
Tennessee College of Applied Technology-Paris,,0.3278,,,,,,,,,,,,5
Tennessee College of Applied Technology-Pulaski,,0.1462,,,,,,,,,,,,5
James A Rhodes State College,,0.1577,,,,,,,,,,,,3
Tennessee College of Applied Technology-Ripley,,0.3659,,,,,,,,,,,,5
Roane State Community College,,0.2851,,,,,,,,,,,,5
Tennessee College of Applied Technology-Crump,,0.1317,,,,,,,,,,,,5
Southwest Tennessee Community College,,0.3252,,,,,,,,,,,,5
Tennessee College of Applied Technology-Shelbyville,,0.3781,,,,,,,,,,,,5
The University of the South,,0.0029,,,,,,,0.6671,630.0,615.0,,1278.0,5
Tennessee College of Applied Technology-Oneida-Huntsville,,0.1344,,,,,,,,,,,,5
Tennessee College of Applied Technology-Crossville,,0.2899,,,,,,,,,,,,5
Tennessee College of Applied Technology-McMinnville,,0.3467,,,,,,,,,,,,5
Tennessee College of Applied Technology-Jackson,,0.2669,,,,,,,,,,,,5
Tennessee College of Applied Technology-Knoxville,,0.2662,,,,,,,,,,,,5
Tennessee College of Applied Technology-Whiteville,,0.1704,,,,,,,,,,,,5
Pellissippi State Community College,,0.2748,,,,,,,,,,,,5
Southern Adventist University,,0.1136,,,,,,,,,,,,5
Marshall B Ketchum University,,,,,,,,,,,,,,8
Tennessee Wesleyan University,,0.1547,,,,,,,0.6146,485.0,560.0,,1111.0,5
The University of Tennessee-Chattanooga,,0.1058,,,,,,,0.8205,575.0,555.0,,1168.0,5
The University of Tennessee-Knoxville,,0.0528,,,,,,,0.7885,620.0,620.0,,1276.0,5
The University of Tennessee-Martin,,0.1313,,,,,,,0.6449,,,,1170.0,5
Tennessee School of Beauty of Knoxville Inc,,0.2579,,,,,,,,,,,,5
East Tennessee State University,,0.2314,,,,,,,0.8593,550.0,525.0,,1156.0,5
Tennessee Technological University,,0.0923,,,,,,,0.7902,560.0,565.0,,1187.0,5
Trevecca Nazarene University,,0.3191,,,,,,,0.6233,590.0,589.0,,1156.0,5
Northeast Alabama Community College,,0.1852,,,,,,,,,,,,5
Tusculum University,,0.2046,,,,,,,0.7237,529.0,522.0,,1061.0,5
Union Institute & University,,0.9222,,,,,,,,,,,,3
Vanderbilt University,,0.003,,,,,,,0.0912,735.0,775.0,,1515.0,5
Volunteer State Community College,,0.2897,,,,,,,,,,,,5
Walters State Community College,,0.2293,,,,,,,,,,,,5
William R Moore College of Technology,,0.5676,,,,,,,,,,,,5
Abilene Christian University,,0.0281,,,,,,,0.6148,573.0,550.0,,1164.0,6
Alvin Community College,,0.2205,,,,,,,,,,,,6
Amarillo College,,0.2872,,,,,,,,,,,,6
Amberton University,,0.8984,,,,,,,,,,,,6
Angelina College,,0.2083,,,,,,,,,,,,6
Angelo State University,,0.0673,,,,,,,0.7659,520.0,505.0,,1038.0,6
Arlington Baptist University,,0.2138,,,,,,,,,,,,6
Arlington Career Institute,,0.7211,,,,,,,,,,,,6
The Art Institute of Houston,,0.4318,,,,,,,,,,,,6
Austin's Beauty College Inc,,0.5893,,,,,,,,,,,,5
Austin Community College District,,0.3167,,,,,,,,,,,,6
Austin Presbyterian Theological Seminary,,,,,,,,,,,,,,6
Baldwin Beauty School-South Austin,,0.1731,,,,,,,,,,,,6
Baptist Health System School of Health Professions,,0.65,,,,,,,,,,,,6
Baptist Missionary Association Theological Seminary,,0.8095,,,,,,,0.8125,,,,,6
Baylor College of Medicine,,,,,,,,,,,,,,6
University of Mary Hardin-Baylor,,0.1226,,,,,,,0.8738,555.0,540.0,,1105.0,6
Coastal Bend College,,0.3787,,,,,,,,,,,,6
Blinn College,,0.0959,,,,,,,,,,,,6
Remington College-Dallas Campus,,0.4839,,,,,,,,,,,,6
Vet Tech Institute of Houston,,0.269,,,,,,,0.6486,,,,,6
Brazosport College,,0.2919,,,,,,,,,,,,6
North Central Texas College,,0.2145,,,,,,,,,,,,6
Charles and Sues School of Hair Design,,0.1176,,,,,,,,,,,,6
Cisco College,,0.2167,,,,,,,,,,,,6
Clarendon College,,0.2114,,,,,,,,,,,,6
Concordia University Texas,,0.3725,,,,,,,0.9045,520.0,525.0,,1052.0,6
North Central Texas College,,0.2145,,,,,,,,,,,,6
Cosmetology Career Center LLC,,0.4159,,,,,,,,,,,,6
Dallas Baptist University,,0.1609,,,,,,,0.8985,575.0,565.0,,1155.0,6
Dallas Christian College,,0.2938,,,,,,,0.1305,442.0,448.0,,917.0,6
Dallas Institute of Funeral Service,,0.6457,,,,,,,,,,,,6
Dallas Theological Seminary,,,,,,,,,,,,,,6
The University of Texas at Dallas,,0.1372,,,,,,,0.7859,660.0,690.0,,1355.0,6
Del Mar College,,0.2962,,,,,,,,,,,,6
East Texas Baptist University,,0.0857,,,,,,,0.5945,510.0,510.0,,1028.0,6
Remington College-Dallas Campus,,0.4839,,,,,,,,,,,,6
El Paso Community College,,0.2026,,,,,,,,,,,,6
Western Technical College,,0.3561,,,,,,,,,,,,3
Western Technical College,,0.3561,,,,,,,,,,,,3
Episcopal Theological Seminary of the Southwest,,,,,,,,,,,,,,6
Exposito School of Hair Design,,0.4211,,,,,,,,,,,,6
Fort Worth Beauty School,,0.5067,,,,,,,,,,,,6
Frank Phillips College,,0.1153,,,,,,,,,,,,6
Galveston College,,0.3062,,,,,,,,,,,,6
Grayson College,,0.265,,,,,,,,,,,,6
Hallmark University,,0.6566,,,,,,,0.7853,,,,,6
Hardin-Simmons University,,0.0643,,,,,,,0.8378,532.0,525.0,,1061.0,6
Trinity Valley Community College,,0.2602,,,,,,,,,,,,6
Indian Hills Community College,,0.1514,,,,,,,,,,,,4
Houston Baptist University,,0.1641,,,,,,,0.7105,555.0,545.0,,1101.0,6
University of Houston-Clear Lake,,0.4445,,,,,,,0.7361,555.0,550.0,,1100.0,6
Houston Community College,,0.414,,,,,,,,,,,,6
University of Houston-Downtown,,0.4673,,,,,,,0.8868,500.0,500.0,,996.0,6
University of Houston-Victoria,,0.471,,,,,,,0.5553,514.0,495.0,,999.0,6
University of Houston-Clear Lake,,0.4445,,,,,,,0.7361,555.0,550.0,,1100.0,6
Howard Community College,,0.3371,,,,,,,,,,,,2
Howard Payne University,,0.1011,,,,,,,0.5385,520.0,505.0,,1048.0,6
Huston-Tillotson University,,0.3408,,,,,,,0.6251,445.0,445.0,,893.0,6
University of the Incarnate Word,,0.3264,,,,,,,0.9377,535.0,520.0,,1054.0,6
Jacksonville College-Main Campus,,0.0987,,,,,,,,,,,,6
Jarvis Christian College,,0.1719,,,,,,,,,,,,6
KD Conservatory College of Film and Dramatic Arts,,0.1938,,,,,,,0.875,,,,,6
Kilgore College,,0.2434,,,,,,,,,,,,6
Lamar University,,0.2578,,,,,,,0.8381,535.0,515.0,,1050.0,6
Lamar State College-Orange,,0.301,,,,,,,,,,,,6
Lamar State College-Port Arthur,,0.2503,,,,,,,,,,,,6
Laredo Beauty College Inc,,0.3769,,,,,,,,,,,,6
Laredo Beauty College Inc,,0.3769,,,,,,,,,,,,6
Leeward Community College,,0.3315,,,,,,,,,,,,8
LeTourneau University,,0.1733,,,,,,,0.4451,600.0,600.0,,1215.0,6
Lincoln College of Technology-Grand Prairie,,0.3458,,,,,,,,,,,,6
Lubbock Christian University,,0.1494,,,,,,,0.9066,540.0,525.0,,1079.0,6
College of the Mainland,,0.278,,,,,,,,,,,,6
University of Mary Hardin-Baylor,,0.1226,,,,,,,0.8738,555.0,540.0,,1105.0,6
McLennan Community College,,0.2635,,,,,,,,,,,,6
McMurry University,,0.2256,,,,,,,0.4546,515.0,505.0,,1033.0,6
Covenant School of Nursing and Allied Health,,0.4601,,,,,,,,,,,,6
Midlands Technical College,,0.3278,,,,,,,,,,,,5
Midwestern State University,,0.2417,,,,,,,0.7925,520.0,505.0,,1029.0,6
William Edge Institute,,0.2093,,,,,,,,,,,,6
Wade College,,0.3242,,,,,,,,,,,,6
Southern Careers Institute-Austin,,0.4681,,,,,,,,,,,,6
Navarro College,,0.1784,,,,,,,,,,,,6
Lone Star College System,,0.2253,,,,,,,,,,,,6
University of North Texas Health Science Center,,,,,,,,,,,,,,6
Northeast Texas Community College,,0.2282,,,,,,,,,,,,6
Oblate School of Theology,,,,,,,,,,,,,,6
Ocean Corporation,,0.544,,,,,,,,,,,,6
Odessa College,,0.2556,,,,,,,,,,,,6
Ogle School Hair Skin Nails-Arlington,,0.4701,,,,,,,,,,,,6
Ogle School Hair Skin Nails-Ft Worth,,0.4317,,,,,,,,,,,,6
Our Lady of the Lake University,,0.1835,,,,,,,0.6795,500.0,485.0,,989.0,6
The University of Texas Rio Grande Valley,,0.1493,,,,,,,0.8016,530.0,510.0,,1037.0,6
Texas Southmost College,,0.0974,,,,,,,,,,,,6
Panola College,,0.2278,,,,,,,,,,,,6
Paris Junior College,,0.2071,,,,,,,,,,,,6
Paul Quinn College,,0.13,,,,,,,0.7916,445.0,410.0,,885.0,6
Regis University,,0.3906,,,,,,,0.7096,575.0,560.0,,1157.0,7
Aviation Institute of Maintenance-Houston,,0.524,,,,,,,,,,,,6
Rice University,,0.0038,,,,,,,0.0872,745.0,775.0,,1520.0,6
Saint Edward's University,,0.0796,,,,,,,0.8821,585.0,568.0,,1178.0,6
St Philip's College,,0.3473,,,,,,,,,,,,6
St. Thomas University,,0.0906,,,,,,,0.5463,505.0,485.0,,996.0,5
Sam Houston State University,,0.1572,,,,,,,0.834,540.0,525.0,,1071.0,6
Chamberlain University-Texas,,0.6048,,,,,,,0.8333,,,,,6
San Jacinto Community College,,0.2361,,,,,,,,,,,,6
Schreiner University,,0.1432,,,,,,,0.9322,515.0,500.0,,1025.0,6
Seguin Beauty School-New Braunfels,,0.2174,,,,,,,,,,,,6
Strayer University-Maryland,,0.908,,,,,,,,,,,,2
South Plains College,,0.2231,,,,,,,,,,,,6
South Texas Barber College Inc,,0.28,,,,,,,,,,,,6
South Texas College of Law Houston,,,,,,,,,,,,,,6
South Texas Vocational Technical Institute-Weslaco,,0.3779,,,,,,,,,,,,6
Platt College-STVT-McAllen,,0.3952,,,,,,,,,,,,6
Southern Methodist University,,0.0237,,,,,,,0.4729,680.0,710.0,,1405.0,6
Southwest School of Business and Technical Careers-San Antonio,,0.4138,,,,,,,,,,,,6
Southwest Texas Junior College,,0.1373,,,,,,,,,,,,6
Southwestern Assemblies of God University,,0.2258,,,,,,,0.8753,515.0,496.0,,1022.0,6
University of Texas Southwestern Medical Center,,,,,,,,,,,,,,6
Stephen F Austin State University,,0.0885,,,,,,,0.6795,550.0,535.0,,1093.0,6
Texas State University,,0.1085,,,,,,,0.8113,555.0,540.0,,1102.0,6
Southwestern Adventist University,,0.1649,,,,,,,0.577,505.0,480.0,,1008.0,6
Southwestern Christian College,,0.066,,,,,,,,,,,,6
Sul Ross State University,,0.2807,,,,,,,0.9963,,,,945.0,6
Tarleton State University,,0.2062,,,,,,,0.5577,530.0,515.0,,1053.0,6
Tarrant County College District,,0.2843,,,,,,,,,,,,6
Temple College,,0.3121,,,,,,,,,,,,6
University of Texas Southwestern Medical Center,,,,,,,,,,,,,,6
The University of Texas Health Science Center at San Antonio,,0.5458,,,,,,,,,,,,6
The University of Texas Medical Branch at Galveston,,0.3969,,,,,,,,,,,,6
Texarkana College,,0.2554,,,,,,,,,,,,6
The University of Texas at Arlington,,0.4297,,,,,,,0.8289,570.0,575.0,,1151.0,6
The University of Texas at Austin,,0.0266,,,,,,,0.3182,670.0,685.0,,1367.0,6
The University of Texas at Dallas,,0.1372,,,,,,,0.7859,660.0,690.0,,1355.0,6
The University of Texas at El Paso,,0.2135,,,,,,,0.9999,,,,,6
The University of Texas at Tyler,,0.2783,,,,,,,0.8319,585.0,570.0,,1170.0,6
Texas Chiropractic College Foundation Inc,,,,,,,,,,,,,,6
Texas Christian University,,0.0469,,,,,,,0.4712,625.0,625.0,,1288.0,6
North Central Texas College,,0.2145,,,,,,,,,,,,6
University of North Texas Health Science Center,,,,,,,,,,,,,,6
Texas Lutheran University,,0.0422,,,,,,,0.5575,540.0,535.0,,1081.0,6
The University of Texas Permian Basin,,0.3009,,,,,,,0.8832,517.0,520.0,,1036.0,6
The University of Texas at San Antonio,,0.1553,,,,,,,0.7659,570.0,555.0,,1124.0,6
Texas Southern University,,0.2045,,,,,,,0.9086,465.0,455.0,,921.0,6
Texas Tech University,,0.0816,,,,,,,0.6891,585.0,580.0,,1181.0,6
Texas Wesleyan University,,0.1854,,,,,,,0.4207,540.0,525.0,,1076.0,6
Texas Woman's University,,0.2363,,,,,,,0.9323,530.0,510.0,,1037.0,6
Trinity Washington University,,0.351,,,,,,,0.9669,,,,,2
The University of Texas Health Science Center at Houston,,0.4232,,,,,,,,,,,,6
Texas Tech University Health Sciences Center,,0.4641,,,,,,,,,,,,6
Tyler Junior College,,0.2255,,,,,,,,,,,,6
Universal Technical Institute of Texas Inc.,,0.1582,,,,,,,,,,,,6
Vernon College,,0.3249,,,,,,,,,,,,6
Victoria Beauty College Inc,,0.4416,,,,,,,,,,,,6
Victoria Beauty College Inc,,0.4416,,,,,,,,,,,,6
Vogue College of Cosmetology-McAllen,,0.4045,,,,,,,,,,,,6
Wayland Baptist University,,0.6262,,,,,,,0.9748,485.0,485.0,,995.0,6
Weatherford College,,0.2036,,,,,,,,,,,,6
Western Texas College,,0.1015,,,,,,,,,,,,6
Wharton County Junior College,,0.1653,,,,,,,,,,,,6
Wiley College,,0.3287,,,,,,,,,,,,6
Bridgerland Technical College,,0.3876,,,,,,,,,,,,7
Brigham Young University-Hawaii,,0.2503,,,,,,,0.9733,595.0,575.0,,1197.0,8
Brigham Young University-Hawaii,,0.2503,,,,,,,0.9733,595.0,575.0,,1197.0,8
Broadview University-West Jordan,,0.5594,,,,,,,,,,,,7
Cameo College of Essential Beauty,,0.3502,,,,,,,,,,,,7
Collectiv Academy,,0.1818,,,,,,,,,,,,7
Davis Technical College,,0.2965,,,,,,,,,,,,7
Dixie State University,,0.144,,,,,,,,,,,,7
Evans Hairstyling College-Cedar City,,0.125,,,,,,,,,,,,7
Evans Hairstyling College-St George,,0.0735,,,,,,,,,,,,7
Paul Mitchell the School-Salt Lake City,,0.3805,,,,,,,,,,,,7
Eagle Gate College-Murray,,0.7167,,,,,,,,,,,,7
Ensign College,,0.3147,,,,,,,,,,,,7
Ogden-Weber Technical College,,0.2084,,,,,,,,,,,,7
Snow College,,0.0641,,,,,,,,,,,,7
Southern Utah University,,0.2292,,,,,,,0.7835,570.0,560.0,,1135.0,7
Uintah Basin Technical College,,0.1614,,,,,,,,,,,,7
Utah State University,,0.1647,,,,,,,0.9095,595.0,585.0,,1201.0,7
Utah Valley University,,0.2126,,,,,,,,,,,,7
Salt Lake Community College,,0.2976,,,,,,,,,,,,7
Southern Utah University,,0.2292,,,,,,,0.7835,570.0,560.0,,1135.0,7
Weber State University,,0.219,,,,,,,,,,,,7
Westminster College,,0.127,,,,,,,0.9184,580.0,565.0,,1171.0,7
Bennington College,,0.0466,,,,,,,0.6079,,,,,1
Castleton University,,0.0961,,,,,,,0.8379,515.0,504.0,,1023.0,1
Champlain College,,0.3786,,,,,,,0.8515,620.0,595.0,,1229.0,1
Community College of Vermont,,0.4054,,,,,,,,,,,,1
Goddard College,,0.7939,,,,,,,1.0,,,,,1
