School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Eastern New Mexico University-Main Campus,,0.2916,,,,,,,0.5825,515.0,490.0,,1028.0,6
Eastern New Mexico University-Roswell Campus,,0.2385,,,,,,,,,,,,6
Institute of American Indian and Alaska Native Culture and Arts Development,,0.2801,,,,,,,1.0,,,,,6
New Mexico Highlands University,,0.4177,,,,,,,,,,,,6
New Mexico Junior College,,0.2372,,,,,,,,,,,,6
New Mexico Military Institute,,,,,,,,,0.3358,525.0,530.0,,1043.0,6
University of New Mexico-Gallup Campus,,0.3325,,,,,,,,,,,,6
New Mexico Institute of Mining and Technology,,0.1503,,,,,,,0.7979,635.0,640.0,,1257.0,6
University of New Mexico-Los Alamos Campus,,0.3728,,,,,,,,,,,,6
Eastern New Mexico University-Main Campus,,0.2916,,,,,,,0.5825,515.0,490.0,,1028.0,6
New Mexico State University-Alamogordo,,0.3351,,,,,,,,,,,,6
New Mexico State University-Carlsbad,,0.1963,,,,,,,,,,,,6
New Mexico State University-Grants,,0.3456,,,,,,,,,,,,6
New Mexico State University-Main Campus,,0.1907,,,,,,,0.5458,530.0,520.0,,1061.0,6
University of New Mexico-Valencia County Campus,,0.2122,,,,,,,,,,,,6
Northern New Mexico College,,0.3476,,,,,,,,,,,,6
San Juan College,,0.4581,,,,,,,,,,,,6
Santa Fe Community College,,0.4944,,,,,,,,,,,,6
University of the Southwest,,0.2477,,,,,,,0.4539,,,,,6
Southwestern College,,0.3077,,,,,,,,,,,,8
Southwestern Indian Polytechnic Institute,,0.3273,,,,,,,,,,,,6
University of New Mexico-Taos Campus,,0.3185,,,,,,,,,,,,6
Mesalands Community College,,0.4094,,,,,,,,,,,,6
Vogue College of Cosmetology-Santa Fe,,0.5342,,,,,,,,,,,,6
Western New Mexico University,,0.3455,,,,,,,,,,,,6
Vaughn College of Aeronautics and Technology,,0.301,,,,,,,,,,,,2
Adelphi University,,0.0769,,,,,,,0.743,580.0,575.0,,1161.0,2
SUNY Adirondack,,0.1924,,,,,,,,,,,,2
Albany College of Pharmacy and Health Sciences,,0.1033,,,,,,,0.7107,605.0,635.0,,1242.0,2
Albany Law School,,,,,,,,,,,,,,2
Albany Medical College,,,,,,,,,,,,,,2
Alfred University,,0.0636,,,,,,,0.6245,530.0,530.0,,1076.0,2
Allen School-Brooklyn,,0.6707,,,,,,,,,,,,2
The Ailey School,,0.0404,,,,,,,0.4182,,,,,2
American Academy of Dramatic Arts-New York,,0.1413,,,,,,,0.8404,,,,,2
American Academy McAllister Institute of Funeral Service,,0.7543,,,,,,,,,,,,2
Joffrey Ballet School,,0.0373,,,,,,,0.4719,,,,,2
American Musical and Dramatic Academy,,0.0226,,,,,,,0.3077,,,,,2
Apex Technical School,,0.5342,,,,,,,,,,,,2
Arnot Ogden Medical Center,,0.5417,,,,,,,0.3333,,,,,2
Associated Beth Rivkah Schools,,,,,,,,,0.939,,,,,2
Bank Street College of Education,,,,,,,,,,,,,,2
Longy School of Music of Bard College,,0.0811,,,,,,,0.7297,,,,,1
Barnard College,,0.003,,,,,,,0.1177,710.0,720.0,,1445.0,2
Berk Trade and Business School,,0.7677,,,,,,,,,,,,2
Berkeley College-New York,,0.5098,,,,,,,,,,,,2
Berkowits School of Electrolysis,,0.3578,,,,,,,,,,,,2
Beth Hamedrash Shaarei Yosher Institute,,0.0125,,,,,,,0.8085,,,,,2
Phillips School of Nursing at Mount Sinai Beth Israel,,0.6322,,,,,,,,,,,,2
Brittany Beauty Academy,,0.6594,,,,,,,,,,,,2
Boricua College,,0.8333,,,,,,,,,,,,2
Brittany Beauty Academy,,0.6594,,,,,,,,,,,,2
American Beauty School,,0.6533,,,,,,,,,,,,2
Brooklyn Law School,,,,,,,,,,,,,,2
SUNY Broome Community College,,0.2035,,,,,,,,,,,,2
Canisius College,,0.0375,,,,,,,0.827,570.0,580.0,,1158.0,2
Capri Cosmetology Learning Centers,,0.5101,,,,,,,,,,,,2
St Paul's School of Nursing-Queens,,0.6858,,,,,,,,,,,,2
Cayuga County Community College,,0.2249,,,,,,,,,,,,2
Cazenovia College,,0.146,,,,,,,0.9371,,,,,2
Central Yeshiva Tomchei Tmimim Lubavitz,,0.0049,,,,,,,0.952,,,,,2
Circle in the Square Theatre School,,0.2586,,,,,,,0.6667,,,,,2
Clarkson University,,0.0143,,,,,,,0.746,610.0,645.0,,1258.0,2
Clinton Community College,,0.2168,,,,,,,,,,,,2
Cochran School of Nursing,,0.5977,,,,,,,,,,,,2
Colgate Rochester Crozer Divinity School,,,,,,,,,,,,,,2
Colgate University,,0.001,,,,,,,0.2258,695.0,720.0,,1437.0,2
Metropolitan College of New York,,0.8211,,,,,,,0.3224,,,,,2
Columbia University in the City of New York,,0.142,,,,,,,0.0545,735.0,770.0,,1511.0,2
Columbia-Greene Community College,,0.2724,,,,,,,,,,,,2
Empire Beauty School-Queens,,0.4963,,,,,,,,,,,,2
Concordia University-Nebraska,,0.009,,,,,,,0.7847,599.0,605.0,,1159.0,4
Continental School of Beauty Culture-Rochester,,0.5015,,,,,,,,,,,,2
Cooper Union for the Advancement of Science and Art,,0.0187,,,,,,,0.1545,695.0,723.0,,1430.0,2
Weill Medical College of Cornell University,,,,,,,,,,,,,,2
Weill Medical College of Cornell University,,,,,,,,,,,,,,2
SUNY Corning Community College,,0.1373,,,,,,,,,,,,2
Pomeroy College of Nursing at Crouse Hospital,,0.4907,,,,,,,0.44,,,,,2
Culinary Institute of America,,0.1879,,,,,,,0.9772,,,,,2
CUNY Bernard M Baruch College,,0.2117,,,,,,,0.4347,610.0,650.0,,1260.0,2
CUNY Borough of Manhattan Community College,,0.2765,,,,,,,,,,,,2
CUNY Bronx Community College,,0.3151,,,,,,,,,,,,2
CUNY Brooklyn College,,0.2508,,,,,,,0.4499,555.0,575.0,,1130.0,2
College of Staten Island CUNY,,0.2002,,,,,,,,,,,,2
CUNY City College,,0.2163,,,,,,,0.4649,565.0,580.0,,1145.0,2
CUNY Graduate School and University Center,,0.8543,,,,,,,,,,,,2
CUNY Hostos Community College,,0.4163,,,,,,,,,,,,2
CUNY Hunter College,,0.2034,,,,,,,0.3517,620.0,640.0,,1260.0,2
CUNY John Jay College of Criminal Justice,,0.2146,,,,,,,0.4053,530.0,525.0,,1055.0,2
CUNY Kingsborough Community College,,0.2303,,,,,,,,,,,,2
CUNY LaGuardia Community College,,0.3185,,,,,,,,,,,,2
CUNY Lehman College,,0.4445,,,,,,,0.3778,540.0,530.0,,1070.0,2
CUNY Medgar Evers College,,0.4019,,,,,,,0.9028,,,,,2
CUNY New York City College of Technology,,0.2724,,,,,,,0.877,,,,,2
CUNY Queens College,,0.2432,,,,,,,0.4879,550.0,570.0,,1120.0,2
CUNY Queensborough Community College,,0.2453,,,,,,,,,,,,2
CUNY School of Law,,,,,,,,,,,,,,2
CUNY New York City College of Technology,,0.2724,,,,,,,0.877,,,,,2
CVPH Medical Center School of Radiologic Technology,,0.3158,,,,,,,0.4545,,,,,2
D'Youville College,,0.2467,,,,,,,0.8805,540.0,600.0,,1133.0,2
Daemen College,,0.1656,,,,,,,0.6156,,,,,2
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,,,,,,,,,0.9286,,,,,2
Dominican College of Blauvelt,,0.1946,,,,,,,0.7779,,,,,2
Dutchess Community College,,0.1324,,,,,,,,,,,,2
Belanger School of Nursing,,0.3817,,,,,,,0.75,,,,,2
Elmira College,,0.0945,,,,,,,0.8012,560.0,560.0,,1128.0,2
Erie Community College,,0.2983,,,,,,,,,,,,2
Fashion Institute of Technology,,0.1617,,,,,,,0.5389,,,,,2
Finger Lakes Community College,,0.1894,,,,,,,,,,,,2
Five Towns College,,0.079,,,,,,,0.3359,,,,,2
Fordham University,,0.0582,,,,,,,0.4588,665.0,680.0,,1356.0,2
Fulton-Montgomery Community College,,0.1755,,,,,,,,,,,,2
Gemological Institute of America-New York,,0.6142,,,,,,,,,,,,2
The General Theological Seminary,,,,,,,,,,,,,,2
Genesee Community College,,0.186,,,,,,,,,,,,2
Hamilton Technical College,,0.4925,,,,,,,,,,,,4
Hartwick College,,0.0101,,,,,,,0.8015,565.0,555.0,,1123.0,2
Helene Fuld College of Nursing,,0.9203,,,,,,,,,,,,2
Herkimer County Community College,,0.2191,,,,,,,,,,,,2
Hilbert College,,0.0927,,,,,,,0.9258,,,,,2
Hobart William Smith Colleges,,0.0058,,,,,,,0.6608,633.0,640.0,,1286.0,2
Hofstra University,,0.0349,,,,,,,0.6849,620.0,630.0,,1262.0,2
Houghton College,,0.0702,,,,,,,0.807,600.0,590.0,,1193.0,2
Hudson Valley Community College,,0.2312,,,,,,,,,,,,2
Hunter Business School,,0.5227,,,,,,,,,,,,2
Iona College,,0.0191,,,,,,,0.8411,545.0,535.0,,1087.0,2
Isabella Graham Hart School of Practical Nursing,,0.6425,,,,,,,0.4693,,,,,2
Island Drafting and Technical Institute,,0.3605,,,,,,,,,,,,2
Ithaca College,,0.0101,,,,,,,0.7276,,,,,2
Jamestown Community College,,0.167,,,,,,,,,,,,2
Jamestown Business College,,0.2951,,,,,,,0.9,,,,,2
Jefferson State Community College,,0.2568,,,,,,,,,,,,5
Jewish Theological Seminary of America,,,,,,,,,0.5948,694.0,712.0,,1420.0,2
The Juilliard School,,0.148,,,,,,,0.0688,,,,,2
Kehilath Yakov Rabbinical Seminary,,,,,,,,,,,,,,2
Keuka College,,0.2361,,,,,,,0.7196,,,,,2
LIM College,,0.0671,,,,,,,0.8346,530.0,505.0,,1042.0,2
Le Moyne College,,0.0749,,,,,,,0.7362,587.0,590.0,,1186.0,2
Long Island University,,0.1149,,,,,,,0.8009,590.0,595.0,,1192.0,2
Long Island Beauty School-Hempstead,,0.6842,,,,,,,,,,,,2
Long Island Business Institute,,0.7758,,,,,,,0.8613,,,,,2
Machzikei Hadath Rabbinical College,,0.1377,,,,,,,1.0,,,,,2
Mandl School-The College of Allied Health,,0.605,,,,,,,,,,,,2
CUNY Borough of Manhattan Community College,,0.2765,,,,,,,,,,,,2
Manhattan School of Music,,0.0347,,,,,,,0.3554,,,,,2
Manhattanville College,,0.035,,,,,,,0.9025,,,,,2
Maria College of Albany,,0.5854,,,,,,,0.4435,,,,,2
Marion S Whelan School of Nursing of Geneva General Hospital,,0.6429,,,,,,,1.0,,,,,2
Marist College,,0.0433,,,,,,,0.4923,,,,,2
Marymount Manhattan College,,0.1057,,,,,,,0.7955,565.0,525.0,,1110.0,2
Medaille College,,0.1945,,,,,,,0.6234,,,,,2
St. Peter's Hospital College of Nursing,,0.7117,,,,,,,1.0,,,,,2
Memorial Hospital School of Radiation Therapy Technology,,0.5789,,,,,,,,,,,,2
Mercy College of Ohio,,0.4887,,,,,,,0.6013,517.0,519.0,,1046.0,3
Mesivta Torah Vodaath Rabbinical Seminary,,0.2607,,,,,,,0.8889,,,,,2
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,,,,,,,,,0.9231,,,,,2
Mesivtha Tifereth Jerusalem of America,,0.0455,,,,,,,0.7,,,,,2
Midway Paris Beauty School,,0.5422,,,,,,,,,,,,2
Mildred Elley School-Albany Campus,,0.7167,,,,,,,,,,,,2
Mirrer Yeshiva Cent Institute,,,,,,,,,0.7241,,,,,2
Modern Welding School,,0.3871,,,,,,,,,,,,2
Mohawk Valley Community College,,0.2004,,,,,,,,,,,,2
Molloy College,,0.2102,,,,,,,0.7796,575.0,570.0,,1162.0,2
Michigan College of Beauty-Monroe,,0.2143,,,,,,,,,,,,3
Monroe County Community College,,0.2309,,,,,,,,,,,,3
Mount Saint Mary College,,0.168,,,,,,,0.9381,535.0,530.0,,1072.0,2
Montefiore School of Nursing,,0.8765,,,,,,,,,,,,2
College of Mount Saint Vincent,,0.1269,,,,,,,0.9217,515.0,495.0,,1015.0,2
Icahn School of Medicine at Mount Sinai,,,,,,,,,,,,,,2
Nassau Community College,,0.26,,,,,,,,,,,,2
Nazareth College,,0.0438,,,,,,,0.6449,,,,,2
Neighborhood Playhouse School of the Theater,,0.3571,,,,,,,0.5405,,,,,2
The New School,,0.1039,,,,,,,0.5734,635.0,630.0,,1275.0,2
The New School Center for Media,,0.4375,,,,,,,,,,,,2
New York Chiropractic College,,,,,,,,,,,,,,2
New York Law School,,,,,,,,,,,,,,2
New York Medical College,,,,,,,,,,,,,,2
New York School for Medical and Dental Assistants,,0.4396,,,,,,,,,,,,2
Union Theological Seminary in the City of New York,,,,,,,,,,,,,,2
State University of New York at New Paltz,,0.0789,,,,,,,0.4518,595.0,590.0,,1192.0,2
Niagara County Community College,,0.1727,,,,,,,,,,,,2
Niagara University,,0.1296,,,,,,,0.8921,560.0,565.0,,1136.0,2
Empire Beauty School-Peekskill,,0.3939,,,,,,,,,,,,2
North Country Community College,,0.2134,,,,,,,,,,,,2
New York College of Podiatric Medicine,,,,,,,,,,,,,,2
New York Institute of Technology,,0.101,,,,,,,0.678,580.0,603.0,,1191.0,2
New York School of Interior Design,,0.5683,,,,,,,0.2412,,,,,2
Nyack College,,0.4309,,,,,,,0.9776,480.0,465.0,,956.0,2
Ohr Hameir Theological Seminary,,,,,,,,,0.5,,,,,2
Onondaga Community College,,0.1714,,,,,,,,,,,,2
Orange County Community College,,0.212,,,,,,,,,,,,2
Otsego Area BOCES-Practical Nursing Program,,0.6429,,,,,,,,,,,,2
Pace University,,0.0784,,,,,,,0.7871,575.0,565.0,,1150.0,2
Paul Smiths College of Arts and Science,,0.0698,,,,,,,0.6981,,,,,2
Continental School of Beauty Culture-West Seneca,,0.4931,,,,,,,,,,,,2
Plaza College,,0.475,,,,,,,0.2994,,,,,2
Davis & Elkins College,,0.0966,,,,,,,0.398,520.0,510.0,,1044.0,5
Pratt Institute-Main,,0.0457,,,,,,,0.555,625.0,645.0,,1273.0,2
Rabbinical Academy Mesivta Rabbi Chaim Berlin,,0.0701,,,,,,,0.94,,,,,2
Rabbinical College Bobover Yeshiva Bnei Zion,,,,,,,,,,,,,,2
Rabbinical College Beth Shraga,,,,,,,,,0.84,,,,,2
Rabbinical College of Long Island,,,,,,,,,0.9375,,,,,2
Rabbinical Seminary of America,,0.0149,,,,,,,0.9804,,,,,2
Rensselaer Polytechnic Institute,,0.0122,,,,,,,0.4741,665.0,725.0,,1399.0,2
Roberts Wesleyan College,,0.2753,,,,,,,0.6658,570.0,575.0,,1143.0,2
Rochester Institute of Technology,,0.0494,,,,,,,0.7073,645.0,670.0,,1328.0,2
Rochester University,,0.2644,,,,,,,1.0,490.0,480.0,,980.0,3
Rockefeller University,,,,,,,,,,,,,,2
Rockland Community College,,0.2338,,,,,,,,,,,,2
Empire Beauty School-Manhattan,,0.4739,,,,,,,,,,,,2
Russell Sage College,,0.1314,,,,,,,0.8501,,,,,2
St Bernard's School of Theology and Ministry,,,,,,,,,,,,,,2
St Bonaventure University,,0.0203,,,,,,,0.7502,565.0,570.0,,1135.0,2
University of Saint Francis-Fort Wayne,,0.1954,,,,,,,0.9622,534.0,525.0,,1072.0,3
St. Joseph's College of Nursing,,0.362,,,,,,,0.75,,,,,2
Lawrence University,,0.0076,,,,,,,0.6208,650.0,665.0,,1324.0,3
The College of Saint Rose,,0.0481,,,,,,,0.8747,,,,,2
St. Thomas Aquinas College,,0.039,,,,,,,0.8058,515.0,510.0,,1028.0,2
Samaritan Hospital School of Nursing,,0.7059,,,,,,,0.8333,,,,,2
Sarah Lawrence College,,0.0077,,,,,,,0.531,680.0,651.0,,1344.0,2
Schenectady County Community College,,0.2137,,,,,,,,,,,,2
Sh'or Yoshuv Rabbinical College,,0.0432,,,,,,,0.6667,,,,,2
Siena College,,0.0295,,,,,,,0.8112,,,,,2
Skidmore College,,0.0056,,,,,,,0.3005,655.0,655.0,,1330.0,2
St. Joseph's College-New York,,0.2008,,,,,,,0.7124,550.0,540.0,,1095.0,2
St. Joseph's College-Long Island,,0.2091,,,,,,,0.7299,555.0,564.0,,1127.0,2
Saint Vladimirs Orthodox Theological Seminary,,,,,,,,,,,,,,2
Saint Elizabeth College of Nursing,,0.3646,,,,,,,0.0,,,,,2
Saint John Fisher College,,0.0584,,,,,,,0.6449,575.0,590.0,,1166.0,2
St Paul's School of Nursing-Staten Island,,0.6605,,,,,,,,,,,,2
St. John's University-New York,,0.0176,,,,,,,0.7234,595.0,600.0,,1202.0,2
Sullivan County Community College,,0.1873,,,,,,,,,,,,2
SUNY College of Technology at Alfred,,0.132,,,,,,,0.6674,525.0,530.0,,1063.0,2
SUNY College of Technology at Canton,,0.2538,,,,,,,0.8462,505.0,510.0,,1022.0,2
SUNY College of Technology at Delhi,,0.2287,,,,,,,0.7203,515.0,505.0,,1025.0,2
SUNY College of Agriculture and Technology at Cobleskill,,0.0847,,,,,,,0.5372,500.0,495.0,,1007.0,2
Farmingdale State College,,0.1869,,,,,,,0.5489,530.0,540.0,,1076.0,2
SUNY Morrisville,,0.1744,,,,,,,0.7485,485.0,480.0,,976.0,2
SUNY at Albany,,0.0588,,,,,,,0.5425,585.0,585.0,,1177.0,2
Binghamton University,,0.0239,,,,,,,0.4053,665.0,695.0,,1370.0,2
University at Buffalo,,0.0568,,,,,,,0.6108,610.0,640.0,,1254.0,2
Stony Brook University,,0.0682,,,,,,,0.4415,640.0,695.0,,1337.0,2
SUNY College of Environmental Science and Forestry,,0.0618,,,,,,,0.6954,605.0,605.0,,1217.0,2
SUNY Polytechnic Institute,,0.1548,,,,,,,0.6902,575.0,605.0,,1182.0,2
SUNY Brockport,,0.1323,,,,,,,0.5474,545.0,555.0,,1101.0,2
University at Buffalo,,0.0568,,,,,,,0.6108,610.0,640.0,,1254.0,2
SUNY Cortland,,0.0315,,,,,,,0.4604,575.0,585.0,,1162.0,2
SUNY at Fredonia,,0.0327,,,,,,,0.7112,555.0,540.0,,1099.0,2
SUNY College at Geneseo,,0.017,,,,,,,0.6547,605.0,610.0,,1217.0,2
State University of New York at New Paltz,,0.0789,,,,,,,0.4518,595.0,590.0,,1192.0,2
SUNY Oneonta,,0.018,,,,,,,0.5604,540.0,540.0,,1094.0,2
SUNY College at Oswego,,0.0673,,,,,,,0.5405,580.0,575.0,,1158.0,2
SUNY College at Potsdam,,0.049,,,,,,,0.6797,,,,,2
SUNY at Purchase College,,0.0773,,,,,,,0.5151,590.0,570.0,,1180.0,2
SUNY College of Optometry,,,,,,,,,,,,,,2
SUNY College at Old Westbury,,0.194,,,,,,,0.7776,515.0,520.0,,1035.0,2
SUNY College at Plattsburgh,,0.1033,,,,,,,0.5848,540.0,540.0,,1086.0,2
SUNY Downstate Health Sciences University,,0.6154,,,,,,,,,,,,2
SUNY Empire State College,,0.7947,,,,,,,,,,,,2
SUNY Maritime College,,0.0598,,,,,,,0.7362,580.0,595.0,,1184.0,2
Upstate Medical University,,0.5168,,,,,,,,,,,,2
Swedish Institute a College of Health Sciences,,0.7227,,,,,,,,,,,,2
Syracuse University,,0.0299,,,,,,,0.4438,625.0,655.0,,1291.0,2
Talmudical Seminary Oholei Torah,,,,,,,,,0.9828,,,,,2
Talmudical Institute of Upstate New York,,,,,,,,,0.8333,,,,,2
Teachers College at Columbia University,,,,,,,,,,,,,,2
Tompkins Cortland Community College,,0.3277,,,,,,,,,,,,2
Torah Temimah Talmudical Seminary,,,,,,,,,0.8333,,,,,2
Touro College,,0.3865,,,,,,,0.6942,,,,,2
Trocaire College,,0.6188,,,,,,,,,,,,2
Excelsior College,,0.8705,,,,,,,,,,,,2
Ulster County Community College,,0.1817,,,,,,,,,,,,2
Pacific Union College,,0.1623,,,,,,,0.5332,535.0,525.0,,1067.0,8
Union Theological Seminary in the City of New York,,,,,,,,,,,,,,2
United Talmudical Seminary,,0.0005,,,,,,,,,,,,2
United States Merchant Marine Academy,,0.006,,,,,,,0.2487,610.0,650.0,,1289.0,0
United States Military Academy,,0.0119,,,,,,,0.1203,625.0,645.0,,1284.0,0
Utica College,,0.2632,,,,,,,0.8684,,,,,2
Vassar College,,0.0135,,,,,,,0.2374,715.0,730.0,,1452.0,2
Villa Maria College,,0.1942,,,,,,,0.7438,,,,,2
School of Visual Arts,,0.0589,,,,,,,0.7113,590.0,625.0,,1211.0,2
Wagner College,,0.0845,,,,,,,0.7074,,,,,2
Webb Institute,,0.0098,,,,,,,0.2403,705.0,760.0,,1465.0,2
Wells College,,0.0215,,,,,,,0.8317,555.0,540.0,,1084.0,2
The College of Westchester,,0.4305,,,,,,,0.9407,,,,,2
SUNY Westchester Community College,,0.2849,,,,,,,,,,,,2
Westchester School of Beauty Culture,,0.5556,,,,,,,,,,,,2
Word of Life Bible Institute,,0.0321,,,,,,,,,,,,2
Yeshiva Karlin Stolin,,,,,,,,,0.7895,,,,,2
Yeshiva Derech Chaim,,0.0562,,,,,,,0.6585,,,,,2
Yeshiva of Nitra Rabbinical College,,0.0051,,,,,,,,,,,,2
Yeshiva Shaar Hatorah,,,,,,,,,0.8409,,,,,2
Yeshiva University,,0.0025,,,,,,,0.5536,645.0,625.0,,1278.0,2
Yeshivath Viznitz,,,,,,,,,0.8687,,,,,2
Yeshivath Zichron Moshe,,,,,,,,,0.7692,,,,,2
College of the Albemarle,,0.2056,,,,,,,,,,,,5
South Piedmont Community College,,0.192,,,,,,,,,,,,5
Appalachian State University,,0.0607,,,,,,,0.7681,600.0,585.0,,1202.0,5
Asheville-Buncombe Technical Community College,,0.3211,,,,,,,,,,,,5
Barton County Community College,,0.3537,,,,,,,,,,,,4
Beaufort County Community College,,0.2209,,,,,,,,,,,,5
Belmont Abbey College,,0.1752,,,,,,,0.8065,550.0,545.0,,1112.0,5
Bennett College,,,,,,,,,0.5896,,,,,5
Bladen Community College,,0.3189,,,,,,,,,,,,5
Blue Ridge Community College,,0.211,,,,,,,,,,,,5
Brevard College,,0.0306,,,,,,,0.5875,,,,,5
Brunswick Community College,,0.1912,,,,,,,,,,,,5
Cabarrus College of Health Sciences,,0.4146,,,,,,,0.2765,540.0,515.0,,1063.0,5
Caldwell Community College and Technical Institute,,0.2145,,,,,,,,,,,,5
Campbell University,,0.2606,,,,,,,0.777,570.0,560.0,,1132.0,5
Cape Fear Community College,,0.2458,,,,,,,,,,,,5
Carolina School of Broadcasting,,0.8039,,,,,,,,,,,,5
Carteret Community College,,0.4156,,,,,,,,,,,,5
Catawba College,,0.1012,,,,,,,0.4951,515.0,510.0,,1037.0,5
Catawba Valley Community College,,0.1901,,,,,,,,,,,,5
Central Carolina Community College,,0.2245,,,,,,,,,,,,5
Central Piedmont Community College,,0.2887,,,,,,,,,,,,5
Chowan University,,0.0302,,,,,,,0.6835,440.0,440.0,,882.0,5
Cleveland Community College,,0.2839,,,,,,,,,,,,5
Coastal Carolina Community College,,0.3537,,,,,,,,,,,,5
Craven Community College,,0.3127,,,,,,,,,,,,5
Davidson County Community College,,0.2783,,,,,,,,,,,,5
Davidson County Community College,,0.2783,,,,,,,,,,,,5
Duke University,,0.0038,,,,,,,0.076,745.0,780.0,,1522.0,5
Durham Technical Community College,,0.4408,,,,,,,,,,,,5
East Carolina University,,0.1545,,,,,,,0.7872,560.0,555.0,,1117.0,5
Edgecombe Community College,,0.4832,,,,,,,,,,,,5
Elizabeth City State University,,0.1779,,,,,,,0.6563,488.0,475.0,,968.0,5
Elon University,,0.0053,,,,,,,0.7844,625.0,615.0,,1265.0,5
Fayetteville Technical Community College,,0.4797,,,,,,,,,,,,5
Fayetteville State University,,0.3956,,,,,,,0.6851,475.0,465.0,,974.0,5
Forsyth Technical Community College,,0.3526,,,,,,,,,,,,5
Gardner-Webb University,,0.2686,,,,,,,0.6671,545.0,530.0,,1089.0,5
Gaston College,,0.2953,,,,,,,,,,,,5
Greensboro College,,0.105,,,,,,,0.7709,505.0,495.0,,1000.0,5
Guilford College,,0.1305,,,,,,,0.7501,550.0,520.0,,1070.0,5
Guilford Technical Community College,,0.3621,,,,,,,,,,,,5
Halifax Community College,,0.2705,,,,,,,,,,,,5
Haywood Community College,,0.3401,,,,,,,,,,,,5
Heritage Bible College,,0.9394,,,,,,,,,,,,5
South University-High Point,,,,,,,,,,,,,,5
Isothermal Community College,,0.2296,,,,,,,,,,,,5
James Sprunt Community College,,0.1983,,,,,,,,,,,,5
Johnson C Smith University,,0.1756,,,,,,,0.4698,450.0,432.0,,888.0,5
Johnston Community College,,0.2405,,,,,,,,,,,,5
Lees-McRae College,,0.2064,,,,,,,0.5482,,,,,5
Lenoir Community College,,0.2732,,,,,,,,,,,,5
Lenoir-Rhyne University,,0.0493,,,,,,,0.7794,535.0,535.0,,1078.0,5
Leons Beauty School Inc,,0.2566,,,,,,,,,,,,5
Livingstone College,,0.0624,,,,,,,0.5007,420.0,425.0,,854.0,5
Louisburg College,,0.0054,,,,,,,0.5974,445.0,448.0,,880.0,5
Mars Hill University,,0.0825,,,,,,,0.6333,520.0,515.0,,1051.0,5
Martin Community College,,0.1223,,,,,,,,,,,,5
Mayland Community College,,0.2456,,,,,,,,,,,,5
McDowell Technical Community College,,0.2368,,,,,,,,,,,,5
Meredith College,,0.0478,,,,,,,0.6472,570.0,550.0,,1111.0,5
