School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
Oakwood University,0.0035,0.8044,0.0513,0.0035,0.0236,0.0,0.0,0.0742,0.0395,0.4209,0.5791,,,,,,4,2
Reid State Technical College,0.3211,0.6575,0.0061,0.0,0.0061,0.0,0.0092,0.0,0.0,0.2966,0.7034,,,,,,2,1
Bishop State Community College,0.2376,0.6748,0.026,0.0173,0.0074,0.0009,0.0186,0.0143,0.003,0.3703,0.6297,,,,,,2,1
Samford University,0.8502,0.0667,0.0326,0.0103,0.002,0.0003,0.0232,0.0117,0.0031,0.3336,0.6664,,,,,,4,2
Selma University,0.0161,0.9742,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.4323,0.5677,,,,,,4,2
Shelton State Community College,0.5354,0.3655,0.0366,0.0062,0.0035,0.0,0.025,0.0054,0.0223,0.4369,0.5631,,,,,,2,1
Snead State Community College,0.647,0.0802,0.1754,0.0069,0.0097,0.0011,0.0372,0.0011,0.0413,0.3943,0.6057,,,,,,2,1
University of South Alabama,0.6109,0.2213,0.0413,0.0317,0.0066,0.0011,0.0392,0.021,0.027,0.4029,0.5971,,,,,,4,1
Spring Hill College,0.6791,0.141,0.0363,0.013,0.0026,0.0026,0.0285,0.045,0.0519,0.3763,0.6237,,,,,,4,2
Stillman College,0.0422,0.8578,0.0,0.0012,0.0024,0.0024,0.0,0.0,0.094,0.4843,0.5157,,,,,,3,2
Talladega College,0.024,0.8837,0.0359,0.0,0.0017,0.0017,0.0214,0.0282,0.0034,0.4636,0.5364,,,,,,3,2
H Councill Trenholm State Community College,0.2487,0.7019,0.0299,0.0103,0.0046,0.0017,0.0017,0.0,0.0011,0.4199,0.5801,,,,,,2,1
Troy University,0.526,0.3086,0.0398,0.0076,0.0035,0.0011,0.0339,0.0471,0.0324,0.3725,0.6275,,,,,,4,1
Tuskegee University,0.0042,0.8885,0.0121,0.0079,0.0038,0.005,0.0167,0.0,0.0618,0.3622,0.6378,,,,,,4,2
United States Sports Academy,0.6161,0.1611,0.109,0.0095,0.0,0.0,0.0616,0.0142,0.0284,0.8104,0.1896,,,,,,4,2
Bevill State Community College,0.7981,0.154,0.0219,0.003,0.0011,0.0004,0.0145,0.0,0.0071,0.3866,0.6134,,,,,,2,1
University of Alaska Anchorage,0.5249,0.0326,0.0945,0.0808,0.0534,0.0334,0.1215,0.0208,0.038,0.4189,0.5811,,,,,,4,1
Alaska Bible College,0.8,0.0333,0.0333,0.0333,0.0333,0.0,0.0667,0.0,0.0,0.7,0.3,,,,,,3,2
University of Alaska Fairbanks,0.4993,0.0361,0.0864,0.0188,0.1308,0.0082,0.1059,0.0129,0.1016,0.4224,0.5776,,,,,,4,1
University of Alaska Southeast,0.5519,0.0078,0.0874,0.0234,0.1029,0.0329,0.1073,0.0043,0.0822,0.3227,0.6773,,,,,,4,1
Alaska Pacific University,0.3711,0.0314,0.0755,0.022,0.2484,0.0157,0.1226,0.0,0.1132,0.283,0.717,,,,,,4,2
Alaska Vocational Technical Center,0.3994,0.0095,0.0317,0.0158,0.1363,0.0016,0.0792,0.0,0.3265,0.8336,0.1664,,,,,,1,1
Charter College,0.3557,0.0578,0.2146,0.0024,0.0719,0.053,0.1536,0.0,0.0909,0.2583,0.7417,,,,,,3,3
Alaska Career College,0.3629,0.1053,0.0803,0.1967,0.1551,0.0249,0.0637,0.0,0.0111,0.144,0.856,,,,,,2,3
Empire Beauty School-Tucson,0.3208,0.0849,0.4811,0.0283,0.0472,0.0,0.0,0.0,0.0377,0.0472,0.9528,,,,,,1,3
Carrington College-Phoenix North,0.2816,0.0742,0.4939,0.0286,0.059,0.0049,0.0298,0.0061,0.0219,0.1478,0.8522,,,,,,2,3
Arizona Academy of Beauty-East,0.3,0.15,0.375,0.05,0.05,0.0,0.075,0.0,0.0,0.025,0.975,,,,,,1,3
Platt College-Arizona Automotive Institute Arizona,0.3633,0.1102,0.3469,0.0122,0.102,0.0163,0.0367,0.0,0.0122,0.9204,0.0796,,,,,,1,3
Brookline College-Phoenix,0.4301,0.1872,0.1434,0.048,0.0703,0.0049,0.032,0.0,0.0842,0.1663,0.8337,,,,,,4,3
Arizona State University Campus Immersion,0.4927,0.0383,0.2266,0.0853,0.0112,0.0017,0.0477,0.0884,0.0082,0.5525,0.4475,,,,,,4,1
Arizona Western College,0.1418,0.0131,0.7606,0.0086,0.0095,0.0023,0.0155,0.0125,0.036,0.4053,0.5947,,,,,,2,1
University of Arizona,0.4977,0.0386,0.2709,0.0532,0.0117,0.0023,0.0499,0.0624,0.0133,0.4644,0.5356,,,,,,4,1
Central Arizona College,0.382,0.0563,0.3701,0.017,0.0454,0.0038,0.0394,0.0142,0.0718,0.3869,0.6131,,,,,,2,1
Charles of Italy Beauty College,0.5,0.0517,0.2759,0.0345,0.0172,0.0,0.0172,0.0,0.1034,0.0172,0.9828,,,,,,1,3
Cochise County Community College District,0.4018,0.0493,0.4505,0.0162,0.0062,0.005,0.0496,0.0127,0.0086,0.452,0.548,,,,,,2,1
Empire Beauty School-Chandler,0.2712,0.2542,0.2203,0.0169,0.0678,0.0,0.0678,0.0,0.1017,0.0847,0.9153,,,,,,1,3
Avalon School of Cosmetology-Mesa,0.4401,0.0563,0.3803,0.0282,0.0387,0.0,0.0423,0.0,0.0141,0.0317,0.9683,,,,,,1,3
Eastern Arizona College,0.6051,0.0304,0.224,0.0073,0.062,0.005,0.0241,0.0075,0.0345,0.4632,0.5368,,,,,,2,1
Embry-Riddle Aeronautical University-Prescott,0.6222,0.0149,0.1359,0.0565,0.0045,0.0059,0.0624,0.069,0.0288,0.7362,0.2638,,,,,,4,2
The School of Architecture,,,,,,,,,,,,,,,,,4,2
Glendale Community College,0.4801,0.0227,0.3097,0.0783,0.0007,0.0007,0.026,0.0418,0.04,0.4508,0.5492,,,,,,2,1
Grand Canyon University,0.4791,0.1604,0.2165,0.0313,0.0095,0.0064,0.0417,0.0103,0.0449,0.2879,0.7121,,,,,,4,3
Gateway Community and Technical College,0.8171,0.0719,0.052,0.0108,0.0013,0.001,0.0398,0.0003,0.0057,0.4448,0.5552,,,,,,2,1
Mesa Community College,0.4439,0.061,0.3199,0.0409,0.0367,0.0031,0.043,0.0197,0.0318,0.4663,0.5337,,,,,,2,1
Mohave Community College,0.6572,0.0121,0.2368,0.017,0.0177,0.0048,0.0388,0.0055,0.01,0.3102,0.6898,,,,,,2,1
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,0.6821,0.0333,0.1095,0.006,0.0262,0.0083,0.1024,0.0024,0.0298,0.95,0.05,,,,,,1,3
Dine College,0.0029,0.0,0.0015,0.0015,0.9891,0.0,0.0,0.0051,0.0,0.3043,0.6957,,,,,,3,1
Northern Arizona University,0.5485,0.0319,0.2532,0.0217,0.0264,0.0029,0.0572,0.0411,0.0171,0.38,0.62,,,,,,4,1
Northland Pioneer College,0.441,0.0047,0.1149,0.0078,0.382,0.0023,0.0155,0.0,0.0318,0.3439,0.6561,,,,,,2,1
Ottawa University-Phoenix,0.5405,0.1018,0.2715,0.0183,0.0209,0.0,0.0052,0.0,0.0418,0.2559,0.7441,,,,,,4,2
Carrington College-Phoenix North,0.2816,0.0742,0.4939,0.0286,0.059,0.0049,0.0298,0.0061,0.0219,0.1478,0.8522,,,,,,2,3
Pima Community College,0.3597,0.0461,0.492,0.0272,0.0223,0.0048,0.0171,0.0013,0.0295,0.4275,0.5725,,,,,,2,1
Pima Medical Institute-Tucson,0.3698,0.0653,0.4096,0.0414,0.0166,0.0041,0.087,0.0,0.0062,0.1932,0.8068,,,,,,3,3
Prescott College,0.6903,0.028,0.0473,0.0129,0.0237,0.0043,0.071,0.0043,0.1183,0.3312,0.6688,,,,,,4,2
Refrigeration School Inc,0.3743,0.0952,0.3045,0.0111,0.1307,0.0089,0.0543,0.0011,0.0199,0.938,0.062,,,,,,2,3
Rio Salado College,0.4865,0.1083,0.281,0.0252,0.0189,0.0024,0.0475,0.0014,0.0288,0.3182,0.6818,,,,,,2,1
Roberto-Venn School of Luthiery,0.8421,0.0,0.0526,0.1053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1,3
Scottsdale Community College,0.5454,0.0424,0.2347,0.0306,0.0559,0.0032,0.0408,0.0105,0.0366,0.4492,0.5508,,,,,,2,1
South Mountain Community College,0.1225,0.1761,0.5843,0.0215,0.0311,0.0016,0.0311,0.0029,0.0289,0.4208,0.5792,,,,,,2,1
Arizona Christian University,0.4558,0.1494,0.2391,0.0137,0.0075,0.0025,0.0535,0.0448,0.0336,0.6376,0.3624,,,,,,3,2
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,0.6821,0.0333,0.1095,0.006,0.0262,0.0083,0.1024,0.0024,0.0298,0.95,0.05,,,,,,1,3
Yavapai College,0.5688,0.0114,0.1961,0.0105,0.0223,0.0036,0.0253,0.0018,0.1601,0.3995,0.6005,,,,,,2,1
University of Arkansas at Little Rock,0.4864,0.2719,0.0439,0.022,0.0037,0.0,0.1322,0.0369,0.0029,0.3686,0.6314,,,,,,4,1
University of Arkansas for Medical Sciences,0.6903,0.1032,0.0724,0.0308,0.0062,0.0031,0.0262,0.0123,0.0555,0.1664,0.8336,,,,,,4,1
Arkansas Baptist College,0.1394,0.7853,0.0151,0.0019,0.0056,0.0,0.0038,0.0056,0.0433,0.7721,0.2279,,,,,,3,2
Arkansas Beauty School-Little Rock,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.875,,,,,,1,3
Arkansas Beauty College,0.8333,0.0556,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Lyon College,0.5462,0.0938,0.0631,0.0462,0.0277,0.0,0.0,0.0138,0.2092,0.5631,0.4369,,,,,,3,2
Arkansas College of Barbering and Hair Design,0.0488,0.9268,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.8171,0.1829,,,,,,1,3
Arthur's Beauty College,0.75,0.125,0.0938,0.0,0.0,0.0,0.0,0.0,0.0313,0.0625,0.9375,,,,,,1,3
Arkansas State University-Newport,0.688,0.1956,0.0503,0.0028,0.0055,0.0,0.0158,0.0014,0.0406,0.3678,0.6322,,,,,,2,1
University of Arkansas at Pine Bluff,0.0287,0.9023,0.0231,0.0039,0.0039,0.0009,0.0197,0.0137,0.0039,0.4068,0.5932,,,,,,4,1
Arkansas State University-Beebe,0.8166,0.0739,0.052,0.008,0.008,0.0021,0.0262,0.0013,0.0118,0.3621,0.6379,,,,,,2,1
Arkansas State University-Newport,0.688,0.1956,0.0503,0.0028,0.0055,0.0,0.0158,0.0014,0.0406,0.3678,0.6322,,,,,,2,1
Arkansas Tech University,0.7438,0.0786,0.0787,0.0134,0.0059,0.0011,0.0454,0.0332,0.0,0.4528,0.5472,,,,,,4,1
University of Arkansas at Monticello,0.5991,0.2832,0.0336,0.0028,0.0014,0.0,0.0704,0.0076,0.0019,0.4303,0.5697,,,,,,4,1
Arthur's Beauty College,0.75,0.125,0.0938,0.0,0.0,0.0,0.0,0.0,0.0313,0.0625,0.9375,,,,,,1,3
Baptist Health College Little Rock,0.6672,0.2597,0.0406,0.0114,0.0016,0.0016,0.0097,0.0016,0.0065,0.1201,0.8799,,,,,,2,2
Black River Technical College,0.9212,0.0268,0.0251,0.0043,0.0035,0.0026,0.0165,0.0,0.0,0.3385,0.6615,,,,,,2,1
University of Central Arkansas,0.6645,0.162,0.0582,0.0224,0.0057,0.0007,0.0427,0.0417,0.0021,0.391,0.609,,,,,,4,1
Central Baptist College,0.6867,0.155,0.0567,0.005,0.02,0.0017,0.03,0.0267,0.0183,0.53,0.47,,,,,,3,2
Cossatot Community College of the University of Arkansas,0.5342,0.1307,0.2758,0.0031,0.0082,0.0,0.048,0.0,0.0,0.3146,0.6854,,,,,,2,1
Crowley's Ridge College,0.821,0.1358,0.0123,0.0123,0.0,0.0,0.0,0.0,0.0185,0.5556,0.4444,,,,,,3,2
East Arkansas Community College,0.481,0.4684,0.019,0.0076,0.0025,0.0,0.0152,0.0063,0.0,0.3696,0.6304,,,,,,2,1
Eastern College of Health Vocations-Little Rock,0.1875,0.7778,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.9444,,,,,,1,3
Paul Mitchell the School-Little Rock,0.5933,0.2869,0.0752,0.0056,0.0111,0.0028,0.0056,0.0,0.0195,0.0585,0.9415,,,,,,1,3
National Park College,0.7311,0.1342,0.0941,0.0117,0.0147,0.0,0.0,0.0,0.0142,0.3787,0.6213,,,,,,2,1
University of Arkansas Community College-Batesville,0.8078,0.0326,0.0861,0.0105,0.0042,0.0,0.0588,0.0,0.0,0.313,0.687,,,,,,2,1
Harding University,0.809,0.0472,0.0384,0.0088,0.0027,0.0016,0.0331,0.0584,0.0008,0.4556,0.5444,,,,,,4,2
Henderson State University,0.6405,0.1997,0.059,0.0111,0.0037,0.0074,0.06,0.0101,0.0084,0.4293,0.5707,,,,,,4,1
Hendrix College,0.6078,0.0697,0.0661,0.0317,0.0,0.0,0.0335,0.0172,0.1739,0.4783,0.5217,,,,,,4,2
Hot Springs Beauty College,0.7544,0.1053,0.0526,0.0175,0.0175,0.0,0.0526,0.0,0.0,0.0526,0.9474,,,,,,1,3
Jefferson Regional Medical Center School of Nursing,0.75,0.1964,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.9643,,,,,,2,2
John Brown University,0.7374,0.0166,0.0781,0.0124,0.0124,0.0014,0.0504,0.0684,0.0228,0.3974,0.6026,,,,,,4,2
Career Academy of Hair Design,0.6793,0.0543,0.1467,0.0272,0.0707,0.0054,0.0163,0.0,0.0,0.038,0.962,,,,,,1,3
Academy of Salon and Spa,0.5714,0.127,0.1587,0.0159,0.0635,0.0159,0.0476,0.0,0.0,0.0159,0.9841,,,,,,1,3
Arkansas State University Mid-South,0.3362,0.5552,0.0441,0.0068,0.0051,0.0,0.0357,0.0153,0.0017,0.3548,0.6452,,,,,,2,1
Arkansas Northeastern College,0.622,0.3028,0.0588,0.0054,0.0011,0.0,0.0087,0.0,0.0011,0.3606,0.6394,,,,,,2,1
New Tyler Barber College Inc,0.0,0.9333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.6333,0.3667,,,,,,1,3
Arkansas Northeastern College,0.622,0.3028,0.0588,0.0054,0.0011,0.0,0.0087,0.0,0.0011,0.3606,0.6394,,,,,,2,1
Northwest Technical Institute,0.5801,0.0387,0.3094,0.0166,0.0055,0.0221,0.0276,0.0,0.0,0.6906,0.3094,,,,,,1,1
Ouachita Baptist University,0.8038,0.0722,0.0584,0.0079,0.0039,0.0007,0.0282,0.0249,0.0,0.4239,0.5761,,,,,,3,2
Arkansas State University Three Rivers,0.6667,0.2305,0.0419,0.0057,0.0057,0.0,0.0476,0.0,0.0019,0.261,0.739,,,,,,2,1
Ozarka College,0.9499,0.0147,0.0208,0.0049,0.0086,0.0012,0.0,0.0,0.0,0.2689,0.7311,,,,,,2,1
University of the Ozarks,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,0.4914,0.5086,,,,,,3,2
University of Arkansas Community College-Morrilton,0.728,0.0939,0.0939,0.0061,0.0018,0.0,0.0533,0.0188,0.0042,0.3622,0.6378,,,,,,2,1
Philander Smith College,0.003,0.9217,0.01,0.001,0.001,0.003,0.0181,0.0341,0.008,0.3614,0.6386,,,,,,3,2
Phillips Community College of the University of Arkansas,0.4014,0.5532,0.0213,0.0043,0.0014,0.0,0.0184,0.0,0.0,0.3319,0.6681,,,,,,2,1
Southeast Arkansas College,0.2194,0.618,0.1371,0.0088,0.002,0.001,0.0137,0.0,0.0,0.3203,0.6797,,,,,,2,1
Professional Cosmetology Education Center,0.5,0.4773,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
University of Arkansas-Pulaski Technical College,0.4377,0.4288,0.0259,0.016,0.006,0.0015,0.0361,0.0099,0.038,0.3532,0.6468,,,,,,2,1
University of Arkansas Hope-Texarkana,0.5097,0.3769,0.0918,0.0065,0.0054,0.0011,0.0054,0.0,0.0032,0.2613,0.7387,,,,,,2,1
University of Arkansas Community College Rich Mountain,0.7901,0.0115,0.0763,0.0115,0.0191,0.0038,0.0248,0.0573,0.0057,0.3416,0.6584,,,,,,2,1
Paul Mitchell the School-Arkansas,0.7941,0.0098,0.1275,0.0294,0.0294,0.0098,0.0,0.0,0.0,0.0588,0.9412,,,,,,1,3
Searcy Beauty College,0.9041,0.0137,0.0411,0.0,0.0411,0.0,0.0,0.0,0.0,0.0137,0.9863,,,,,,1,3
Shorter College,0.0181,0.9367,0.0271,0.0,0.0045,0.0,0.0136,0.0,0.0,0.2941,0.7059,,,,,,2,2
Williams Baptist University,0.7285,0.1309,0.041,0.0,0.0039,0.002,0.0215,0.0723,0.0,0.5352,0.4648,,,,,,4,2
South Arkansas Community College,0.5371,0.3686,0.0515,0.0061,0.0026,0.0,0.021,0.0105,0.0026,0.2524,0.7476,,,,,,2,1
Southern Arkansas University Main Campus,0.6596,0.2405,0.0458,0.0066,0.0044,0.0006,0.0218,0.0205,0.0,0.4444,0.5556,,,,,,4,1
Southern Arkansas University Tech,0.4744,0.4034,0.0483,0.0028,0.0028,0.0,0.0625,0.0057,0.0,0.446,0.554,,,,,,2,1
Velvatex College of Beauty Culture,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
University of Arkansas-Fort Smith,0.6424,0.0367,0.1378,0.0528,0.0193,0.001,0.0985,0.0115,0.0,0.402,0.598,,,,,,4,1
Academy of Art University,0.1511,0.0632,0.1082,0.0528,0.0046,0.0053,0.0283,0.2563,0.3301,0.4339,0.5661,,,,,,4,3
Academy of Chinese Culture and Health Sciences,,,,,,,,,,,,,,,,,4,2
Avalon School of Cosmetology-Alameda,0.1489,0.2979,0.383,0.0851,0.0,0.0213,0.0213,0.0,0.0426,0.0,1.0,,,,,,1,3
Allan Hancock College,0.2172,0.0198,0.6464,0.0339,0.0029,0.0028,0.0309,0.0019,0.0443,0.4542,0.5458,,,,,,2,1
American Academy of Dramatic Arts-Los Angeles,0.3825,0.0996,0.0876,0.012,0.008,0.004,0.0717,0.3028,0.0319,0.3625,0.6375,,,,,,2,2
Berkeley School of Theology,,,,,,,,,,,,,,,,,4,2
American Film Institute Conservatory,,,,,,,,,,,,,,,,,4,2
American Beauty College,0.0761,0.0109,0.8696,0.0109,0.0109,0.0,0.0109,0.0,0.0109,0.3587,0.6413,,,,,,1,3
American Career College-Los Angeles,0.0645,0.1347,0.6324,0.1168,0.0026,0.0198,0.0262,0.0,0.0032,0.224,0.776,,,,,,2,3
American Conservatory Theater,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,4,2
American River College,0.377,0.0719,0.292,0.1153,0.0049,0.0085,0.0539,0.0036,0.0729,0.5453,0.4547,,,,,,2,1
Antelope Valley College,0.1567,0.1395,0.5803,0.0353,0.0035,0.0016,0.0439,0.0013,0.0379,0.423,0.577,,,,,,3,1
The Creative Center,0.85,0.0,0.05,0.0,0.025,0.0,0.075,0.0,0.0,0.275,0.725,,,,,,3,3
Associated Technical College-Los Angeles,0.0896,0.4299,0.3761,0.0119,0.0,0.0,0.0537,0.0,0.0388,0.4597,0.5403,,,,,,1,3
Associated Technical College-San Diego,0.2118,0.2471,0.4235,0.0235,0.0,0.0471,0.0,0.0,0.0471,0.7765,0.2235,,,,,,1,3
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,,,,,,4,2
Bakersfield College,0.1782,0.0487,0.6734,0.0391,0.0033,0.001,0.0327,0.0029,0.0208,0.4435,0.5565,,,,,,3,1
Barstow Community College,0.2424,0.1557,0.4345,0.0321,0.0064,0.0129,0.0643,0.005,0.0468,0.3402,0.6598,,,,,,2,1
Bellus Academy-Chula Vista,0.0251,0.1297,0.6318,0.0837,0.0126,0.0084,0.0962,0.0,0.0126,0.3096,0.6904,,,,,,1,3
Bethesda University,0.0659,0.1202,0.1318,0.1395,0.0,0.0,0.0233,0.5194,0.0,0.7016,0.2984,,,,,,4,2
Biola University,0.4542,0.0275,0.2074,0.1506,0.0027,0.0079,0.0635,0.0501,0.036,0.3672,0.6328,,,,,,4,2
Brownson Technical School,0.2264,0.0377,0.5849,0.1321,0.0,0.0,0.0,0.0,0.0189,1.0,0.0,,,,,,1,3
Bryan University,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0.0,0.2108,0.3193,0.6807,,,,,,4,3
Butte College,0.5025,0.0212,0.3046,0.0605,0.0106,0.0032,0.0605,0.0105,0.0263,0.4502,0.5498,,,,,,2,1
California Institute of Integral Studies,0.5942,0.087,0.1739,0.0435,0.0,0.0,0.0725,0.0145,0.0145,0.2609,0.7391,,,,,,4,2
Cabrillo College,0.4028,0.0116,0.4718,0.0313,0.0029,0.0016,0.0507,0.0074,0.0198,0.4574,0.5426,,,,,,2,1
California Baptist University,0.3853,0.0638,0.3638,0.0596,0.0062,0.0099,0.0562,0.0225,0.0327,0.3756,0.6244,,,,,,4,2
California College of the Arts,0.1931,0.0405,0.1402,0.1436,0.0096,0.0062,0.0137,0.4344,0.0186,0.3567,0.6433,,,,,,4,2
University of California-Hastings College of Law,,,,,,,,,,,,,,,,,4,1
California Institute of Technology,0.2697,0.0171,0.1716,0.3657,0.0,0.0011,0.0896,0.0842,0.0011,0.5469,0.4531,,,,,,4,2
California Lutheran University,0.4088,0.037,0.3718,0.0481,0.0016,0.0049,0.0718,0.0299,0.026,0.4368,0.5632,,,,,,4,2
California Polytechnic State University-San Luis Obispo,0.5364,0.0084,0.1757,0.1365,0.0014,0.0022,0.077,0.0214,0.0411,0.518,0.482,,,,,,4,1
Alliant International University-San Diego,0.4037,0.0734,0.1927,0.0856,0.0,0.0,0.0245,0.1346,0.0856,0.4159,0.5841,,,,,,4,3
California State University-Bakersfield,0.1463,0.0461,0.5951,0.0619,0.0043,0.0017,0.0227,0.0433,0.0787,0.3772,0.6228,,,,,,4,1
California State University-Stanislaus,0.1957,0.0225,0.5639,0.0915,0.0025,0.004,0.0332,0.039,0.0476,0.3475,0.6525,,,,,,4,1
California State University-San Bernardino,0.1072,0.0464,0.6719,0.05,0.0017,0.0013,0.0214,0.0665,0.0337,0.3928,0.6072,,,,,,4,1
California State Polytechnic University-Pomona,0.1497,0.0335,0.4725,0.2152,0.0014,0.0021,0.036,0.0594,0.0303,0.5286,0.4714,,,,,,4,1
California State University-Chico,0.4313,0.0279,0.3455,0.056,0.005,0.0025,0.0538,0.0265,0.0514,0.4689,0.5311,,,,,,4,1
California State University-Dominguez Hills,0.0541,0.1051,0.6607,0.0745,0.0008,0.0025,0.0254,0.0491,0.0277,0.3753,0.6247,,,,,,4,1
California State University-Fresno,0.1792,0.0263,0.5455,0.1272,0.004,0.0018,0.0263,0.0551,0.0346,0.4095,0.5905,,,,,,4,1
California State University-Fullerton,0.1799,0.0188,0.4581,0.2098,0.0011,0.0018,0.0393,0.0616,0.0295,0.4311,0.5689,,,,,,4,1
California State University-East Bay,0.148,0.0995,0.3649,0.2266,0.001,0.0102,0.0504,0.0546,0.0448,0.3993,0.6007,,,,,,4,1
California State University-Long Beach,0.1681,0.0373,0.4436,0.2104,0.0011,0.0027,0.0464,0.064,0.0266,0.4369,0.5631,,,,,,4,1
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,,,,,,4,1
California State University-Northridge,0.2036,0.0481,0.515,0.0944,0.001,0.001,0.03,0.0712,0.0357,0.4527,0.5473,,,,,,4,1
California State University-Sacramento,0.2512,0.0604,0.3454,0.1938,0.0021,0.0086,0.0604,0.0342,0.0437,0.4454,0.5546,,,,,,4,1
University of California-Berkeley,0.2396,0.0191,0.1609,0.3553,0.0011,0.0017,0.0586,0.1271,0.0366,0.4604,0.5396,,,,,,4,1
University of California-Davis,0.2303,0.0212,0.2317,0.2764,0.0015,0.0038,0.0551,0.1675,0.0125,0.3928,0.6072,,,,,,4,1
University of California-Irvine,0.133,0.0199,0.2572,0.3606,0.0007,0.0025,0.0442,0.1703,0.0117,0.4786,0.5214,,,,,,4,1
California State University-Los Angeles,0.0459,0.0314,0.6972,0.1248,0.0008,0.001,0.0135,0.0644,0.0209,0.4211,0.5789,,,,,,4,1
University of California-Riverside,0.1149,0.0367,0.4129,0.3417,0.0013,0.0038,0.0397,0.0385,0.0104,0.4606,0.5394,,,,,,4,1
University of California-San Diego,0.1936,0.0169,0.2181,0.33,0.0008,0.0026,0.0486,0.1754,0.0141,0.4998,0.5002,,,,,,4,1
University of California-San Francisco,,,,,,,,,,,,,,,,,4,1
