School,enrolled,over_25,over_23,independent,dependent,unemployment,median_family_income,poverty_rate,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_writing,sat_mid_overall,region
Shear Ego International School of Hair Design,,0.5643,,,,,,,,,,,,2
Remington College-Memphis Campus,,0.5747,,,,,,,,,,,,5
Fayette Institute of Technology,,0.7105,,,,,,,,,,,,5
Capella University,,0.9308,,,,,,,,,,,,4
College of Menominee Nation,,0.644,,,,,,,,,,,,3
Leech Lake Tribal College,,0.4932,,,,,,,,,,,,4
Stone Academy-Waterbury,,0.7336,,,,,,,,,,,,1
Yukon Beauty College Inc,,0.5714,,,,,,,,,,,,6
United Education Institute-Morrow,,0.4413,,,,,,,,,,,,5
Mitchells Academy,,0.4444,,,,,,,,,,,,5
Artistic Academy of Hair Design,,0.232,,,,,,,,,,,,2
Motoring Technical Training Institute,,0.5572,,,,,,,0.9904,,,,,1
Ranken Technical College,,0.3363,,,,,,,,,,,,4
Baldwin Beauty School-North Austin,,0.2,,,,,,,,,,,,6
Jean Madeline Aveda Institute,,0.2919,,,,,,,,,,,,2
Pacific College of Oriental Medicine-New York,,0.8491,,,,,,,,,,,,2
Tricoci University of Beauty Culture-Indianapolis,,0.5871,,,,,,,,,,,,3
Trine University-Regional/Non-Traditional Campuses,,0.6595,,,,,,,0.2414,,,,,3
Pennsylvania Highlands Community College,,0.1435,,,,,,,,,,,,2
Nevada Career Institute,,0.4923,,,,,,,,,,,,8
Phillips Theological Seminary,,,,,,,,,,,,,,6
Empire Beauty School-Hanover Park,,0.425,,,,,,,,,,,,3
Industrial Management Training Institute,,0.5402,,,,,,,,,,,,1
Allen School-Jamaica,,0.3917,,,,,,,,,,,,2
Premiere Career College,,0.6231,,,,,,,,,,,,8
The University of Texas MD Anderson Cancer Center,,0.5071,,,,,,,,,,,,6
Paul Mitchell the School-Huntsville,,0.4,,,,,,,,,,,,5
Estes Institute of Cosmetology Arts and Science,,0.3962,,,,,,,,,,,,8
Ventura Adult and Continuing Education,,0.701,,,,,,,,,,,,8
Lewis University,,0.1982,,,,,,,0.639,550.0,555.0,,1131.0,3
Stratford School for Aviation Maintenance Technicians,,0.3714,,,,,,,,,,,,1
City College-Altamonte Springs,,0.6383,,,,,,,,,,,,5
Career Center of Southern Illinois,,0.2125,,,,,,,,,,,,3
Crave Beauty Academy,,0.4813,,,,,,,,,,,,4
Hastings Beauty School,,0.1818,,,,,,,,,,,,4
Kirksville Area Technical Center,,0.4286,,,,,,,0.6364,,,,,4
South Central Career Center,,0.4655,,,,,,,,,,,,4
Saline County Career Center,,0.5417,,,,,,,0.7692,,,,,4
Warrensburg Area Career Center,,0.375,,,,,,,1.0,,,,,4
Cass Career Center,,0.625,,,,,,,1.0,,,,,4
Applied Technology Services,,0.7413,,,,,,,0.5333,,,,,4
Central College of Cosmetology,,0.5,,,,,,,,,,,,4
Southeast Missouri Hospital College of Nursing and Health Sciences,,0.487,,,,,,,0.5,,,,1120.0,4
Messenger College,,0.2174,,,,,,,0.75,,,,,6
Union County Vocational Technical School,,0.5524,,,,,,,,,,,,2
Prism Career Institute-Philadelphia,,0.7656,,,,,,,,,,,,2
Clinton Essex Warren Washington BOCES,,0.5179,,,,,,,0.2788,,,,,2
Jefferson Lewis BOCES-Practical Nursing Program,,0.5313,,,,,,,,,,,,2
Veeb Nassau County School of Practical Nursing,,0.6789,,,,,,,0.6699,,,,,2
Cattaraugus Allegany BOCES-Practical Nursing Program,,0.5789,,,,,,,,,,,,2
Orange Ulster BOCES-Practical Nursing Program,,0.6575,,,,,,,1.0,,,,,2
Wayne Finger Lakes BOCES-Practical Nursing Program,,0.6923,,,,,,,,,,,,2
Broome Delaware Tioga BOCES-Practical Nursing Program,,0.6923,,,,,,,0.3846,,,,,2
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,,0.7647,,,,,,,1.0,,,,,2
Albany BOCES-Adult Practical Nursing Program,,0.6481,,,,,,,,,,,,2
Eastern Suffolk BOCES,,0.5663,,,,,,,0.8333,,,,,2
Rockland County BOCES-Practical Nursing Program,,0.7119,,,,,,,,,,,,2
New York College of Health Professions,,0.8759,,,,,,,,,,,,2
Charles Stuart School of Diamond Setting,,1.0,,,,,,,,,,,,2
Penta County Joint Vocational School,,0.625,,,,,,,,,,,,3
Career and Technology Education Centers of Licking County,,0.5387,,,,,,,,,,,,3
Northern Career Institute,,0.7363,,,,,,,,,,,,3
Washington County Career Center-Adult Technical Training,,0.5407,,,,,,,,,,,,3
Ohio Media School-Cincinnati,,0.5763,,,,,,,1.0,,,,,3
Vantage Career Center,,0.3784,,,,,,,,,,,,3
Indian Capital Technology Center-Muskogee,,0.0988,,,,,,,,,,,,6
Western Area Career & Technology Center,,0.7222,,,,,,,1.0,,,,,2
Mid-America Technology Center,,0.1232,,,,,,,,,,,,6
Northeast Technology Center-Pryor,,0.3745,,,,,,,,,,,,6
Eastern Oklahoma County Technology Center,,0.0162,,,,,,,,,,,,6
Wes Watkins Technology Center,,0.0648,,,,,,,,,,,,6
Chester County Intermediate Unit,,0.8,,,,,,,0.3333,,,,,2
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,,0.5652,,,,,,,0.8824,,,,,2
Greater Johnstown Career and Technology Center,,0.5792,,,,,,,,,,,,2
Mifflin County Academy of Science and Technology,,0.5217,,,,,,,0.675,,,,,2
Lenape Technical School Practical Nursing Program,,0.6084,,,,,,,,,,,,2
Venango County Area Vocational Technical School,,0.5161,,,,,,,0.5301,,,,,2
Lancaster County Career and Technology Center,,0.4144,,,,,,,,,,,,2
Lebanon County Area Vocational Technical School,,0.7644,,,,,,,,,,,,2
Indiana County Technology Center,,0.6548,,,,,,,,,,,,2
Northern Tier Career Center,,0.5,,,,,,,0.6667,,,,,2
Hazleton Area Career Center,,1.0,,,,,,,,,,,,2
All-State Career School-Pittsburgh,,0.7243,,,,,,,,,,,,2
Quality Technical and Beauty College,,0.3158,,,,,,,,,,,,9
D'Mart Institute,,0.39,,,,,,,,,,,,9
Automeca Technical College-Aguadilla,,0.2326,,,,,,,,,,,,9
North Central Institute,,0.7403,,,,,,,,,,,,5
Pipo Academy of Hair Design,,0.7,,,,,,,,,,,,6
Tint School of Makeup and Cosmetology-Dallas,,0.506,,,,,,,,,,,,6
United Technical Center,,0.4138,,,,,,,0.75,,,,,5
Charles H McCann Technical School,,0.4545,,,,,,,,,,,,1
Central California School of Continuing Education,,0.8085,,,,,,,,,,,,8
Mercy Hospital School of Practical Nursing-Plantation General Hospital,,0.6164,,,,,,,0.6667,,,,,5
Marion Technical College,,0.3181,,,,,,,,,,,,3
Rivertown School of Beauty Barber Skin Care and Nails,,0.5849,,,,,,,,,,,,5
Atlanta Institute of Music and Media,,0.3178,,,,,,,,,,,,5
Illinois Media School,,0.5657,,,,,,,1.0,,,,,3
New Dimensions School of Hair Design,,0.4783,,,,,,,,,,,,4
Forbes Road Career and Technology Center,,0.5714,,,,,,,,,,,,2
Jna Institute of Culinary Arts,,0.4483,,,,,,,,,,,,2
Putnam Career and Technical Center,,0.4096,,,,,,,,,,,,5
Crawford County Career and Technical Center Practical Nursing Program,,0.5333,,,,,,,,,,,,2
Texas College of Cosmetology-San Angelo,,0.2985,,,,,,,,,,,,6
Automeca Technical College-Bayamon,,0.2264,,,,,,,,,,,,9
Automeca Technical College-Caguas,,0.2171,,,,,,,,,,,,9
Automeca Technical College-Ponce,,0.2151,,,,,,,,,,,,9
Centura College-Chesapeake,,0.6458,,,,,,,,,,,,5
University of Phoenix-Hawaii,,0.9787,,,,,,,,,,,,8
Prism Career Institute-Cherry Hill,,0.6767,,,,,,,,,,,,2
Escuela de Peritos Electricistas de Isabela Inc,,0.5455,,,,,,,,,,,,9
Yeshiva D'monsey Rabbinical College,,0.0125,,,,,,,0.6316,,,,,2
Lincoln Technical Institute-Mahwah,,0.2774,,,,,,,,,,,,2
Pinnacle Career Institute-South Kansas City,,0.7388,,,,,,,,,,,,4
Northwest Vista College,,0.2113,,,,,,,,,,,,6
Oconee Fall Line Technical College,,0.433,,,,,,,,,,,,5
York County Community College,,0.2957,,,,,,,,,,,,1
Northeast Technology Center-Afton,,0.4701,,,,,,,,,,,,6
Western Suffolk BOCES,,0.509,,,,,,,,,,,,2
Arkansas State University-Mountain Home,,0.3366,,,,,,,,,,,,5
Columbia Gorge Community College,,0.4036,,,,,,,,,,,,8
Arizona State University-Polytechnic,,0.2121,,,,,,,0.8371,595.0,615.0,,1199.0,6
Bakke Graduate University,,,,,,,,,,,,,,6
Tillamook Bay Community College,,0.2591,,,,,,,,,,,,8
Manhattan School of Computer Technology,,0.7771,,,,,,,,,,,,2
Ross College-Hopkinsville,,0.5676,,,,,,,,,,,,5
Paul Mitchell the School-St. George,,0.2716,,,,,,,,,,,,7
Cadillac Institute of Cosmetology,,0.2,,,,,,,,,,,,3
Vanguard-Sentinel Adult Career and Technology Center,,0.6538,,,,,,,,,,,,3
House of Heavilin Beauty College-Raymore,,0.3929,,,,,,,,,,,,4
Living Arts College,,0.359,,,,,,,1.0,,,,,5
New York Conservatory for Dramatic Arts,,0.0863,,,,,,,0.9226,,,,,2
Eastern International College-Jersey City,,0.5476,,,,,,,,,,,,2
Academia Serrant Inc,,0.4115,,,,,,,,,,,,9
Pacific College of Oriental Medicine-New York,,0.8491,,,,,,,,,,,,2
American College of Healthcare and Technology,,0.3494,,,,,,,,,,,,8
Compu-Med Vocational Careers Corp,,0.7445,,,,,,,,,,,,5
Advantage Technical College,,0.4986,,,,,,,,,,,,9
Mid Cities Barber College,,0.449,,,,,,,,,,,,6
Midwestern University-Glendale,,,,,,,,,,,,,,6
Gwinnett College-Sandy Springs,,0.6396,,,,,,,,,,,,5
Mildred Elley-Pittsfield Campus,,0.7624,,,,,,,,,,,,1
Embry-Riddle Aeronautical University-Worldwide,,0.8237,,,,,,,0.6198,,,,,5
Merkaz Bnos-Business School,,0.8603,,,,,,,0.8969,,,,,2
Lia Schorr Institute of Cosmetic Skin Care Training,,0.6383,,,,,,,,,,,,2
CET-Alexandria,,0.8155,,,,,,,,,,,,5
Aviation Institute of Maintenance-Norfolk,,0.618,,,,,,,,,,,,5
Centura College-Richmond Main,,0.7321,,,,,,,,,,,,5
Osceola Technical College,,0.1399,,,,,,,,,,,,5
Paul Mitchell the School-Miami,,0.541,,,,,,,,,,,,5
Green Country Technology Center,,0.1038,,,,,,,0.8462,,,,,6
Nova College de Puerto Rico,,0.3679,,,,,,,,,,,,9
John Wesley International Barber and Beauty College,,0.4394,,,,,,,,,,,,8
Southeastern College-West Palm Beach,,0.6958,,,,,,,,,,,,5
Ottawa University-Milwaukee,,0.8939,,,,,,,,,,,,3
Klamath Community College,,0.3825,,,,,,,,,,,,8
L3Harris,,0.361,,,,,,,,,,,,5
American College of Acupuncture and Oriental Med,,,,,,,,,,,,,,6
AOMA Graduate School of Integrative Medicine,,,,,,,,,,,,,,6
Urban College of Boston,,0.8503,,,,,,,,,,,,1
Strayer University-Maryland,,0.908,,,,,,,,,,,,2
Empire Beauty School-Monroeville,,0.4659,,,,,,,,,,,,2
Southern Careers Institute-San Antonio,,0.515,,,,,,,,,,,,6
Cayce/Reilly School of Massage,,0.8846,,,,,,,,,,,,5
Prism Career Institute-West Atlantic City,,0.625,,,,,,,,,,,,2
Studio Jewelers,,0.8235,,,,,,,,,,,,2
Praxis Institute,,0.7052,,,,,,,,,,,,5
San Juan Bautista School of Medicine,,0.0714,,,,,,,0.8148,,,,,9
Texas Health and Science University,,0.6667,,,,,,,,,,,,6
Carver Career Center,,0.1243,,,,,,,,,,,,5
Cayuga Onondaga BOCES-Practical Nursing Program,,0.5,,,,,,,0.6154,,,,,2
Clearfield County Career and Technology Center,,0.3387,,,,,,,,,,,,2
Colegio de Cinematografia Artes y Television,,0.2024,,,,,,,,,,,,9
Delaware County Technical School-Practical Nursing Program,,0.75,,,,,,,1.0,,,,,2
Mid-Del Technology Center,,0.4074,,,,,,,,,,,,6
New York Institute of Massage Inc,,0.6875,,,,,,,,,,,,2
Dutchess BOCES-Practical Nursing Program,,0.6475,,,,,,,0.5065,,,,,2
Escuela Tecnica de Electricidad,,0.373,,,,,,,,,,,,9
Institute of Technology,,0.5908,,,,,,,,,,,,8
Garnet Career Center,,0.5465,,,,,,,,,,,,5
Bristol Technical Education Center,,0.2237,,,,,,,,,,,,1
Genesee Valley BOCES-Practical Nursing Program,,0.7934,,,,,,,,,,,,2
Henrico County-Saint Marys Hospital School of Practical Nursing,,0.6458,,,,,,,0.4803,,,,,5
Herkimer County BOCES-Practical Nursing Program,,0.6667,,,,,,,,,,,,2
International Beauty College,,0.6,,,,,,,,,,,,6
Cape Coral Technical College,,0.4247,,,,,,,,,,,,5
UPMC Mercy School of Nursing,,0.5092,,,,,,,0.6667,,,,,2
Ocean County Vocational-Technical School,,0.283,,,,,,,,,,,,2
Yeshiva of the Telshe Alumni,,,,,,,,,0.375,,,,,2
Northeast Technology Center-Kansas,,0.4457,,,,,,,,,,,,6
Kenneth Shuler School of Cosmetology-Rock Hill,,0.4023,,,,,,,,,,,,5
CET-El Paso,,0.8222,,,,,,,,,,,,6
Appalachian School of Law,,,,,,,,,,,,,,5
Platt College-Ontario,,0.4073,,,,,,,,,,,,8
Delaware College of Art and Design,,0.1037,,,,,,,0.7143,,,,,2
American University of Health Sciences,,0.7326,,,,,,,,,,,,8
Career Networks Institute,,0.7792,,,,,,,,,,,,8
Monty Tech,,0.6286,,,,,,,0.9268,,,,,1
Okaloosa Technical College,,0.483,,,,,,,,,,,,5
Lincoln Technical Institute-Shelton,,0.4151,,,,,,,,,,,,1
Wayne County Schools Career Center,,0.5907,,,,,,,,,,,,3
Carolinas College of Health Sciences,,0.5567,,,,,,,0.3529,540.0,570.0,,1115.0,5
Western Governors University,,0.8994,,,,,,,,,,,,7
California Aeronautical University,,0.2188,,,,,,,,,,,,8
Herzing University-New Orleans,,0.7448,,,,,,,0.7368,,,,,5
Florida Gulf Coast University,,0.1084,,,,,,,0.6667,580.0,555.0,,1142.0,5
Little Priest Tribal College,,0.3383,,,,,,,,,,,,4
South Louisiana Community College,,0.2911,,,,,,,,,,,,5
Pima Medical Institute-Chula Vista,,0.4685,,,,,,,,,,,,8
Lincoln College of Technology-Marietta,,0.5636,,,,,,,,,,,,5
Academy of Hair Design-Lufkin,,0.6145,,,,,,,,,,,,6
Pathway Vocational Academy,,0.3846,,,,,,,,,,,,6
Cortiva Institute-Baltimore,,0.6519,,,,,,,,,,,,2
Northwest HVAC/R Training Center,,0.7273,,,,,,,1.0,,,,,8
Myotherapy Institute,,0.5294,,,,,,,,,,,,4
Florida College of Integrative Medicine,,,,,,,,,,,,,,5
New Professions Technical Institute,,0.6071,,,,,,,,,,,,5
Strand College of Hair Design,,0.5625,,,,,,,,,,,,5
City College-Miami,,0.5684,,,,,,,,,,,,5
Ilisagvik College,,0.6695,,,,,,,,,,,,8
Community College of Baltimore County,,0.4019,,,,,,,,,,,,2
White Earth Tribal and Community College,,0.6942,,,,,,,,,,,,4
Blue Cliff College-Metairie,,0.5978,,,,,,,,,,,,5
Creative Images Institute of Cosmetology-North Dayton,,0.4396,,,,,,,,,,,,3
Dewey University-Carolina,,0.633,,,,,,,,,,,,9
Yeshiva College of the Nations Capital,,0.1,,,,,,,,,,,,2
Louisiana State University Health Sciences Center-Shreveport,,0.697,,,,,,,,,,,,5
Elite Academy of Hair Design,,0.25,,,,,,,,,,,,3
Southwest Acupuncture College-Boulder,,,,,,,,,,,,,,7
River Parishes Community College,,0.2556,,,,,,,,,,,,5
Los Angeles Film School,,0.5275,,,,,,,,,,,,8
Century College,,0.3411,,,,,,,,,,,,4
FINE Mortuary College,,0.55,,,,,,,,,,,,1
International Baptist College and Seminary,,0.1064,,,,,,,,,,,,6
Gwinnett College-Lilburn,,0.6548,,,,,,,,,,,,5
Fortis College-Foley,,0.336,,,,,,,,,,,,5
Medical Training College,,0.4,,,,,,,,,,,,5
University of Connecticut-Waterbury Campus,,0.0806,,,,,,,0.9497,550.0,545.0,,1095.0,1
University of Connecticut-Avery Point,,0.1252,,,,,,,0.9418,560.0,545.0,,1106.0,1
University of Connecticut-Stamford,,0.0828,,,,,,,0.9133,560.0,550.0,,1115.0,1
University of Management and Technology,,0.9248,,,,,,,,,,,,5
Baton Rouge Community College,,0.3635,,,,,,,,,,,,5
Linfield University-Online and Continuing Education,,0.8977,,,,,,,,,,,,8
Linfield University-Online and Continuing Education,,0.8977,,,,,,,,,,,,8
Midwest Technical Institute-Springfield,,0.4456,,,,,,,,,,,,3
Advanced Barber College and Hair Design,,0.4184,,,,,,,,,,,,6
The College of Health Care Professions-Austin,,0.3632,,,,,,,,,,,,6
Professional Golfers Career College,,0.4766,,,,,,,,,,,,8
Chester Career College,,0.7569,,,,,,,,,,,,5
Milan Institute-San Antonio Ingram,,0.5381,,,,,,,,,,,,6
Rudae's School of Beauty Culture-Ft Wayne,,0.3025,,,,,,,,,,,,3
Brookline College-Tucson,,0.5651,,,,,,,,,,,,6
Platt College-McCann-Lewisburg,,0.6609,,,,,,,,,,,,2
Cortiva Institute-Maitland,,0.5963,,,,,,,,,,,,5
Modern Hairstyling Institute-Carolina,,0.1123,,,,,,,0.9412,,,,,9
Stratford University,,0.8192,,,,,,,,,,,,5
Universal Technical Institute of California Inc,,0.2107,,,,,,,,,,,,8
American InterContinental University-Atlanta,,0.8166,,,,,,,,,,,,5
The Academy of Hair Design Six,,0.5313,,,,,,,,,,,,5
Eastern West Virginia Community and Technical College,,0.3358,,,,,,,,,,,,5
Aviation Institute of Maintenance-Indianapolis,,0.6049,,,,,,,,,,,,3
IVAEM College,,0.2188,,,,,,,,,,,,9
Midwest College of Oriental Medicine-Evanston,,0.9545,,,,,,,,,,,,3
Carrington College-Spokane,,0.5233,,,,,,,,,,,,8
Pierce College-Puyallup,,0.2431,,,,,,,,,,,,8
Cascadia College,,0.1275,,,,,,,,,,,,8
CBD College,,0.6751,,,,,,,,,,,,8
East West College of Natural Medicine,,,,,,,,,,,,,,5
